"topic_id","group_id","topic_group","topic_name","topic_name_long","description","narrative","keywords","X"
20,2,"Health","Phys. Exercise","Physical Activity for Population Health","Case studies in this topic informed public health policy, physical activity guidelines and education initiatives, supporting long-term behaviour change and improved population health. They promoted physical activity in the general population through the creation of supportive, inclusive environments and improved health education, underpinning efforts to increase participation among underrepresented groups, including women, children and disable individuals. Research also aided the integration of physical activity into healthcare strategies for treatment and prevention, including physiotherapy and post-surgical care to improve patient outcomes, and promoting regular movement to lower the risk of sedentary-lifestyle-related diseases.",NA,NA,NA
123,7,"Society","Conflict & Peace","Conflict & Peacekeeping","Research in this topic has shaped global efforts to prevent, resolve, and recover from violent conflict. Case studies supported peace and reconciliation efforts in regions such as Afghanistan, Syria, and Colombia, informed international diplomacy and post-conflict reconstruction, and guided UK policy towards conflict as well as UN peacekeeping strategies. Projects promoted inclusive peace processes, advancing new global norms and laws to strengthen women’s participation and civil society leadership. Research contributed to transitional justice and reconciliation efforts—from documenting genocide in Rwanda and Indonesia to shaping school curricula and community healing. Partnerships with governments, NGOs, and international agencies are a recurring aspect of research impact in this domain. Researchers also influenced terror prevention and counter-radicalization efforts in the UK. Statistical work improved conflict prediction through data science and created more solid evidence bases for the analysis of violent conflict. Work ranged from high-level political advice for peace processes to very direct practical efforts such as demining post-war landscapes.",NA,NA,NA
82,5,"Culture","Film","Film, Television, Cinema","Case studies in this topic focus on the production, exhibition, and curation of film and television as a means of preserving heritage, shaping public understanding, and informing societal and political discourse. Case studies celebrate the history and culture of film and cinema, examining its role in commemoration, representation, and reclaiming marginalised or ‘hidden’ histories. A number of studies focus on improving access to film and television archives, enhancing curatorial practices to encourage engagement and preservation. Research also highlights the potential of film for reframing both past and future narratives, foster cross-cultural engagement and inclusive storytelling.",NA,NA,NA
34,2,"Health","Working Conditions","Epidemiology and CoVID-19","Research in this topic encompasses epidemiology and COVID-19. Case studies span epidemiology from detection, characterisation, monitoring and surveillance of disease, to modelling and public health protection strategies including policy development. Furthermore, studies into specifically COVID-19 are included in this topic, covering areas such as diagnosis, transmission, intervention and treatments, as well as risk management, response, and policy.",NA,NA,NA
73,4,"Environment","Eco Conservation","Ecosystem Management & Conservation","Research in this topic has advanced global efforts to protect biodiversity, manage ecosystems sustainably, and align conservation with social justice. Projects informed international frameworks and national policies, guiding the design of biodiversity indicators, invasive species management, and carbon offset strategies. Work amplified Indigenous knowledge, strengthened protected area governance, and developed community-based and participatory conservation models. Studies shaped responses to climate change impacts on ecosystems, enhanced restoration and land-use practices, and improved the integration of conservation with rural livelihoods, resource use, and environmental justice. Research has supported better decision-making tools, novel monitoring technologies, and sustainable practices across forests, wetlands, rangelands, and peatlands globally.",NA,NA,NA
53,3,"Technology","Low-Emission Vehicles","Sustainable Transportation Technologies, Fuels & Batteries","Research in this topic has advanced the decarbonisation of transport through innovations in electric mobility, hydrogen systems, and low-emission propulsion technologies. Projects shaped the development of electric vehicles and batteries, supported the use of alternative fuels, and informed industrial design and strategy. Researchers enabled reductions in carbon and resource intensity by improving motor efficiency, fuel systems, and materials. Work also supported the rollout of hydrogen infrastructure and smart energy integration, influencing national transport and energy policy. Further contributions improved freight logistics and vehicle control systems, supporting a broader transition to sustainable and low-carbon mobility.",NA,NA,NA
23,2,"Health","Suicide","Suicide & Self-Harm Prevention","Case studies in this topic shaped more effective strategies for self-harm and suicide prevention through improvements in identifying and safeguarding vulnerable individuals in a range of contexts. Case studies inform targeted interventions strategies through improved understanding and regulation of social media and access to harmful substances. Work supported vulnerable individuals through direct care, clinician and community training, and policy reform across sectors including healthcare, the military and prisons. Research also played a key role in shaping public understanding and governmental and institutional practices to reduce stigma and improve mental health outcomes.",NA,NA,NA
11,2,"Health","Medication","Medication: Prescribing, Administration, Treatment Adherence","The case studies in this topic encompass the optimisation of the medication lifecycle, from development of drug dosing strategies, to prescribing frameworks and policy, and provision to patients. Studies may consider ares of benefit-risk ratios, population diversity, reduction of prescribing errors, as well as access and adherence to treatments, and service provision to particular patient groups.",NA,NA,NA
68,4,"Environment","GHGs","Greenhouse Gas Emissions, Atmosphere & Climate","Case studies in this topic contain research pertaining to greenhouse gas emissions, atmosphere and climate. The studies discuss climate change mitigation through improved greenhouse gas measurement, refined emissions reporting, and the development of decision support tools. They include research validating CO₂ emissions, accounting for methane and hydrocarbon impacts, and shaping global and national policies—including UK Net Zero targets, the UN Paris Agreement, and the Montreal Protocol. Advances also focus on satellite observations, carbon capture and storage (including negative emissions and cryogenic methods), emissions reduction in agriculture, shipping and aviation, and the environmental benefits of novel technologies such as aerosol valves and the CarbFix system.",NA,NA,NA
15,2,"Health","Respiratory Health","Asthma, Respiratory Health, Allergies","Case studies in this topic address respiratory health, including asthma, allergies and respiratory diseases. Research covers drug development and therapies, treatments and disease management, as well as prevention and care. Studies in this topic often discuss best clinical practice, therapy development, healthcare delivery and service provision, and healthcare policy. Studies in this topic also extend to respiratory conditions such as breathlessness and sleep apnoea.",NA,NA,NA
22,2,"Health","HIV & STDs","HIV/Aids & Sexual Health","This research addresses HIV prevention and treatment, and sexual health. Research encompasses clinical practice, public health policy, prevention, and community interventions, as well as scientific developments, diagnostic tools, and therapies to reduce HIV transmission and improve treatment outcomes. Frequent themes include healthcare access and equity, community engagement, and public health policies. Sexual health, relationships and education studies are also incorporated in this topic.",NA,NA,NA
48,3,"Technology","Research Data","Open Access and Research Data","Research in this topic has transformed how scientific knowledge is produced, shared, and accessed. Case studies informed national and international open access policies, strengthened GDPR-compliant data practices, and improved editorial standards and transparency across scientific publishing. Projects advanced open, scholar-led, and experimental publishing models and worked with libraries and publishers to broaden public access to research. Researchers developed influential open databases—from genetics to socio-economic data—as well as open-source tools and data ressources for digital humanities and open research software abroad many scientific fields. Citizen science initiatives empowered public participation in data collection, while efforts in knowledge organization and publishing reform shaped the future of accessible, ethical, and high-quality research dissemination.",NA,NA,NA
113,7,"Society","Public Services","Public Services, Civil Service & Local Governance","Research in this topic has strengthened the design, delivery, and governance of public services, and local government. Projects informed evidence-based policymaking and evaluation, supported public service reform, and improved civil service workforce training, communication and strategy. Researchers developed outcome-focused models for service innovation and helped local authorities adopt peer-led improvement approaches. Case studies enhanced both local and national procurement practices, supported small business participation in local decision-making, and shaped reforms to civil service workforce planning. Work also guided local government initiatives and revenue generation, simplified public administration across sectors, and reduced corruption—promoting more transparent, accountable, and effective governance across the UK.",NA,NA,NA
71,4,"Environment","Marine Ecosystems","Marine Conservation, Fisheries, Aquaculture","This topic covers marine and aquatic research with case studies examining environmental conservation, sustainable management, and protection strategies for aquaculture, fisheries and marine environments. Studies include aspects of statistical analysis, species conservation, aquaculture development, fisheries regulation, biodiversity assessment, and marine planning approaches. Key themes are environmental protection, strengthened policy development, and improved sustainability. Some coastal management, and community engagement research is also incorporated.",NA,NA,NA
43,3,"Technology","Comm. Networks","Telecommunications & Data Networks","This topic focuses on telecommunications with case studies covering network technologies, wireless systems, and connectivity solutions. Research encompasses 5G development, wireless communication protocols, optical fiber technologies, internet infrastructure improvements, and 'Inernet of Things' connectivity systems. Case studies may demonstrate enhanced network performance, improved communication standards, or commercial innovations across telecommunications policy, infrastructure development, and digital service delivery.",NA,NA,NA
56,3,"Technology","Safety","Occupational, Transport & Fire Safety & Emergency Responses","This portfolio of research addresses critical challenges in occupational, transport, and fire safety, as well as emergency preparedness and response. It demonstrates how academic expertise has influenced legislation, policy, design, training, and technological innovation to protect lives, improve public safety, and enhance emergency response systems across sectors.Key impacts include: improving fire safety engineering through advanced computer modelling and smoke toxicity assessments; shaping emergency response protocols for spontaneous volunteers; informing evacuation and blast safety strategies; reducing risks in hazardous occupations through behavioural science and materials research; and enhancing road safety through innovations in driver training, vehicle technology (e.g., Intelligent Speed Assistance), and road safety improvements based on AI collision modelling. The research has also led to more targeted fire prevention through novel informatics, and improved public safety policies.Through interdisciplinary methods—spanning engineering, psychology, data science, and policy research—this work has strengthened safety and resilience frameworks and technology both in the UK and internationally.",NA,NA,NA
110,7,"Society","Poverty","Disadvantage, Poverty, Mobility & International Development","This body of research addresses poverty alleviation, social mobility, and international development, influencing how governments, NGOs, and international bodies design, implement, and evaluate policies aimed at improving the lives of marginalised populations.Internationally, the work has transformed approaches to poverty measurement and financial aid effectiveness, informed major anti-poverty initiatives—including programmes targeting the ultra-poor and international microfinance schemes—and shaped global frameworks such as the 2030 Agenda for Sustainable Development. It has empowered marginalised voices in economic governance, enhanced land rights for women, and informed humanitarian responses in complex political economies such as South Sudan. Innovative interdisciplinary approaches, including evolutionary anthropology, have also advanced development policy and influenced fields from agricultural policy to reproductive health.In the UK, the research in this cluster focused on poverty, often seeking ways to reduce child povertyand ensure mobility, including direct influence on relevant legislation. Across all contexts, the work supports co-produced, equitable governance and evidence-led policy to tackle poverty and promote inclusive, sustainable development.",NA,NA,NA
72,4,"Environment","Pollination","Pollination, Bees, Horticulture","This topic focuses on pollinator with case studies researching protection strategies, policy and regulatory frameworks, and land management practices. Research encompasses pollinator protection measures, pesticide control policies, biodiversity support initiatives, and evidence-based intervention development.",NA,NA,NA
108,7,"Society","Labour","Wages, Labour Standards, Employment Policy","This topic encompasses a wide range of research aimed at improving employment conditions, labour standards, and wage policy. Case studies focus on reducing wage inequality, supporting low-paid and precarious workers, and promoting inclusive labour markets, but also focus on labour market efficiency and ensuring high employment rates. Research has informed minimum wage legislation and pay-setting bodies in the UK and internationally, encouraged adoption of the Living Wage, and contributed to reforms in unemployment and employment policies. Other work has advanced understanding of occupational regulation, Universal Basic Income, and digital transformation of work. Studies have also adviced on trade unions and their role in the political economy, promoted decent work principles through international institutions, and improved employability programmes for disadvantaged groups. Workplace well-being, and the rights of ageing and migrant workers are further particular labour market aspects that the research advised on.",NA,NA,NA
35,2,"Health","Oral Health","Oral Health","Case studies in this topic cover dental and oral health, including research into product development, prevention and treatment of dental diseases, child healthcare, and service provision improvements. Common themes include improved clinical outcomes, reduced health inequalities, policy improvements and service provision improvements.",NA,NA,NA
130,7,"Society","Inclusive Work","Gender, Race & Class Equity at Work","This topic brings together research focused on advancing workplace equity across dimensions of gender, race, class, sexuality, and belief. Case studies explore the drivers of the gender pay gap and support organisations in embedding change through pay analysis, positive action, and taking into account female lifecourses from childbearing to menopause. Research has influenced board-level gender diversity in UK companies, shaped women’s enterprise and entrepreneurship policy, and informed strategies for career progression among minority ethnic professionals. Work has also tackled barriers to social mobility in elite professions and the creative industries, improved workplace experiences for LGBTQ+ employees, and supported policy development to prevent discrimination based on religion or belief.",NA,NA,NA
131,7,"Society","Ireland","Ireland: History, Culture and Politics","Case studies in this topic focus on Ireland’s history, culture, and political landscape, with emphasis on reshaping entrenched socio-political narratives to drive reconciliation and foster a shared sense of history and identity. Research informs policy, education, and practical initiatives aimed at promoting collaboration, peacebuilding, political engagement, economic development, and cultural vitality within conflicted and/or marginalised communities. Many case studies use arts and history to address the complexities of Northern Ireland’s historic and contemporary sectarianism, helping to bridge community divides through commemoration, reconciliation and justice, particularly for those affected by conflict and marginalisation.",NA,NA,NA
14,2,"Health","Orthopaedics","Orthopaedics, Biomechanics, and Kinesiology","Case studies in this topic cover research into treatments and rehabilitation across orthopaedics, biomechanics and kinesiology practice. Studies include areas such as joint replacement procedures, trauma management, rehabilitation services, biomechanical analysis, prosthetic development. Case studies demonstrate improvements in patient outcomes, healthcare cost reduction, and clinical practice guidelines and policy.",NA,NA,NA
77,4,"Environment","Crops","Crop Agriculture","This topic encompasses agricultural plant research across disease management strategies, crop improvement technologies, and food security solutions. Case studies cover plant disease epidemiology, crop breeding techniques, pest management approaches, genetic modifications, sustainable farming practices, environmental protection strategies, and biotechnology applications. Case studies often demonstrate policy influence, agricultural productivity enhancements, and environmentally sustainable crop protection across global food production systems.",NA,NA,NA
94,6,"Education","Translation","Translation and Multilingualism","Research in this topic highlighted and enabled the crucial role of translation and multilingual communication in global collaboration, diplomacy and cultural exchange. Case studies supported the training, support and professionalisation of translators across diverse international contexts. Work celebrated multilingual engagement in literature and performance, using translation as a tool for preserving and sharing heritage, fostering cross-cultural understanding and promoting inclusive, multicultural interaction.",NA,NA,NA
61,3,"Technology","Geology","Geology, Fossil Fuels, Mining","This topic focuses on geology, fossil fuels and mining research, including policy development, extraction technologies, environmental protection measures, and resource management strategies across oil, gas, and mineral industries. The research encompasses studies on hydrocarbon reservoir management, geological exploration methods, mining techniques, as well as environmental impact mitigation, decommissioning strategies, safety protocols, digital analysis tools, and mathematical modeling approaches. Case studies often consider regulatory frameworks, industrial efficiency improvements, and sustainable resource extraction practices for energy and mining operations.",NA,NA,NA
120,7,"Society","Internatl. Rights","International Law, Human Rights, Indigenous & Environmental Justice","Case studies in this topic inform the protection and enforcement of human rights and international legislation across a range of global contexts, including prisons, conflict and post-conflict zones, border, and authoritarian regimes. Collaborating with NGOs, governments, policy groups, and communities, this work contributes to reforming justice systems and establishing legal presidents, making human rights more universally definable, enforceable and recognised. The research informed conflict resolution, international law, and legal accountability for human rights violations, while raising awareness of the experience of persecuted groups, victims on historical and ongoing abuses, and those working to defend human rights. There is also a key focus in advocating for indigenous rights and environmental justice, supporting self-representation, land rights, and sustainable access to resources.",NA,NA,NA
50,3,"Technology","Nuclear","Nuclear Power & Safety","This topic addresses nuclear science, engineering, and policy research and their translation into safety standards, regulatory frameworks, and operational improvements across the nuclear sector. The research encompasses studies on reactor safety, materials, radioactive waste management, as well as radiation protection, decommissioning strategies, risk assessment, software, and modeling tools. Some case studies also consider tools for facilitating conversation and awareness in the nuclear sector.",NA,NA,NA
32,2,"Health","Mental Health","Mental Health & Wellbeing","Case studies in this topic advance understandings of mental health and promote the development of sustainable, patient-centred support systems across a range of settings. Research informed policy and practices in institutions such as government, healthcare, the military, education, and social services, foregrounding mental health and wellbeing as essential aspects of public health. Many highlight the needs of underserved or misunderstood groups, particularly in low-resources or culturally specific contexts for more informed, resilient and inclusive mental health provisions. Strong emphasis is placed on developing understandings of the relationship between mental health and media. There is particular emphasis on the role of media in shaping body image, eating disorders and mental wellbeing in young people and women, as well as safeguarding against digital addiction and social media ‘echo chambers’.",NA,NA,NA
76,4,"Environment","Food","Food, Diet & Health","Case studies in this topic address the complex relationships between food, diet and health across a range of contexts. Research in this topic informed NGOs, governments and the food industry on issues such as food marketing, insecurity, accessibility and sustainability. Work supports the fostering of healthy eating habits and contributes scientific understanding of diet-related diseases and development of interventions to reduce their impact. A number of case studies focus on education and early-life intervention, influencing school-based policies and lifelong health education to promote informed, sustainable dietary habits from an early age.",NA,NA,NA
96,6,"Education","Gaelic & Welsh","Gaelic & Welsh","Case studies in this topic worked to preserve Welsh and Gaelic languages and promote their learning to safeguard and broaden current and future usage. Several provided practical means by collating and improving access to resources such as dictionaries and online databases. Case studies also worked to recognise and improve language diversity, recognising the social and economic benefits of such multilingualism. This included introducing their official use in more settings, such as schools, workplaces and courts of law. Many underpinned governmental policies to support their acquisition and wider use. This was largely seen in language teaching in schools and online classes enabled by case studies providing resource access, teacher training and development of curricula. Addressing ‘linguistic fragility’ in native-speaking communities reconnected with heritage and supported rich cultural partnerships that fostered a strong sense of community and identity on local, regional and national scales.",NA,NA,NA
26,2,"Health","Health Ethics & Data","Healthcare Ethics and Data Privacy","This topic addresses reasearch into healthcare ethics and health data governance and their translation into policy frameworks, regulatory standards, and clinical practice guidelines. The research encompasses studies on patient privacy and data protection, clinical research governance, end-of-life care ethics, as well as digital security methods, anonymization frameworks, and ethical decision-making tools. Case studies often demonstrate how ethical research influences healthcare policy, regulatory approval processes, and professional practice standards. The topic includes examples of successful ethics-to-policy translation that improve patient safety, data security, and ethical standards across healthcare systems.",NA,NA,NA
45,3,"Technology","Software & Tech","Software, Hardware & Electronics","This topic addresses software engineering, hardware development, and digital technologies research and their translation into commercial products, industrial applications, and societal benefits. The research encompasses studies on software verification, embedded systems, semiconductor design, as well as open-source development tools, formal modeling approaches, and digital platform technologies. Case studies often discuss product development, industry standards, and technological innovation across a vast range of applications. The topic includes examples of successful technology transfer including new start-up companies, open-source software adoption, hardware optimization, and digital solutions that improve efficiency, reliability, and accessibility across multiple sectors.",NA,NA,NA
128,7,"Society","Elections","Elections","This topic brings together research that has shaped the design, regulation, and integrity of democratic processes in the UK and internationally. Case studies address the mechanics of democracy—from electoral system design and boundary reform to the regulation of campaign finance and polling practices. Contributions include improving election polling methodologies and informing public understanding of polling accuracy, as well as shaping electoral policy, such as campaign regulation. Internationally, research has informed electoral integrity efforts, supported peaceful transfers of power, and improved democratic oversight through legislative reform and election monitoring. These impacts have strengthened public confidence in democratic institutions and enhanced the fairness and functionality of electoral systems.",NA,NA,NA
67,4,"Environment","Pollution","Pollution, Emissions, Air Quality","This topic addresses air pollution research and its translation into policy, regulation, and technological solutions to protect public health and environmental quality. The research encompasses studies on the health impacts of both outdoor and indoor air pollution, as well as sampling/sensing technologies, statistical modeling approaches and air quality data are included. Case studies often demonstrate how scientific evidence influences policy interventions and applications extend across public health policy, environmental regulation, urban planning, industrial compliance, climate change mitigation, and technological innovation in air quality monitoring and pollution control systems.",NA,NA,NA
78,4,"Environment","Animals","Animal Welfare & Health, Livestock","This topic considers the area of veterinary science and animal welfare, covering companion animal health, livestock management, and wildlife conservation. Development of improved diagnostic tools, treatment methods, and welfare assessment techniques is a large component of this topic. This topic includes case studies that demonstrate advances in disease prevention, vaccine development, genetic testing, and surveillance systems that improve animal health outcomes, as well as welfare standards through housing improvements, pain assessment tools, and evidence-based management practices across domestic, farm, and laboratory animals. Applications span across veterinary medicine, agricultural production, food safety, policy development, and conservation amongst others.",NA,NA,NA
2,1,"Cancer","Breast Cancer","Breast & Ovarian Cancer","This topic considers the treatment and prevention of breast cancer, ovarian cancer, and their related conditions. Development of improved therapeutic approaches, diagnostic tools, and personalized treatment strategies is a large component of this topic. Case studies for improved patient outcomes include improved treatments through risk assessment tools, radiotherapy innovations, and patient-centered care approaches, as well as cancer prevention strategies, therapy optimisations, surgical techniques, and supportive care. Initiatives often focus on clinical implementation and evidence-based decision-making to improve survival rates and quality of life for cancer patients.",NA,NA,NA
70,4,"Environment","Weather","Weather and Climate Forecasting","This topic considers the area of meteorological and climate science, covering weather forecasting, climate modeling, and atmospheric research. Development of improved prediction systems and observational technologies is a large component of this topic. Case studies demonstrate advances in forecasting accuracy and extreme weather attribution that improve public safety and economic outcomes, as well as climate resilience through satellite data analysis, risk assessment, and automated prediction systems. Applications are broad and span across aviation safety, urban planning, disaster risk reduction, insurance analysis, and international development amongst others. The topic also includes initiatives focused on technology transfer and capacity building to promote climate adaptation and societal resilience.",NA,NA,NA
46,3,"Technology","Data/Computing","Data Analytics and Computing Architecture","This topic focuses on high-performance computing, data analytics, and distributed systems applications across business, scientific research, and public sectors. It encompasses supercomputing, cloud platforms, big data processing, and data governance for improved computational efficiency and decision-making. Some studies demonstrating industrial transformation including manufacturing optimization, financial services, and public sector digitalization are incorporated. Case studies also cover computational infrastructure, data science methodologies, and associated security considerations. Key themes include system scalability, algorithmic optimization, and commercial applications across finance, healthcare, manufacturing, and defense.",NA,NA,NA
134,7,"Society","LGBTQ+","Sexualities, LGBTQ+ Communities","This topic showcases case studies addressing the representation, rights and experiences of LGBTQ+ communities across a range of social, legal and cultural contexts. Research in this topic informed legal frameworks, policy and institutional practices to improve understanding of diverse sexual and gender identities and provide better protection against discrimination and hate crime. Areas of focus include cultural heritage and visibility, mental health and wellbeing, and LGBTQ+ experiences in institutions such as the police, military, education and government. Case studies also explore issues in areas such as adoption, marital law, and asylum, working to advance equity, representation and social justice for LGBTQ+ communities.",NA,NA,NA
122,7,"Society","Military","Military: Personnel, Ethics, Equipment, Strategy & Intelligence","This topic showcases research that has strengthened military effectiveness, ethics, and support systems across defence institutions in the UK and internationally. Case studies span improvements to personnel performance and wellbeing—including training protocols, equipment upgrades, and digital support services for veterans and families—as well as research that shaped ethical frameworks for military decision-making, drone operation, and cultural property protection. Strategic insights informed UK foreign and defence policy, enhanced defence intelligence tradecraft, and contributed to doctrine development and preparedness. Other work supported transparency in biodefence, improved weapons acquisition practices, and shaped regulation of emerging technologies such as autonomous weapons systems.",NA,NA,NA
135,7,"Society","Islam","Islamic Communities","Case studies in this topic explore the representation, rights and heritage of Islamic communities, particularly within the UK. Research shaped how Islamic communities, and the Middle East more broadly, are understood in British culture and governance. It supports efforts to combat Islamophobia through clearer definitions and improved policing practices, both online and offline. Many case studies focused on fostering cross-cultural and interfaith dialogue through collaborative outreach, education, and cultural exhibitions, involving schools, councils, law enforcement, and faith communities. They also highlighted the cultural contributions of Islamic communities, promoting recognition, inclusion and social cohesion in historically divided contexts.",NA,NA,NA
49,3,"Technology","Social Statistics","Economic, Population, Policy Data & Statistics","This topic highlights research that has significantly enhanced the collection, analysis, and application of economic, demographic, and policy-relevant data. Case studies include improvements to numerous population censuses, mortality estimates, and life tables; the development of more accurate measures of income inequality and economic performance; and novel modelling of international development metrics. Research also shaped official statistics used by the UK Office for National Statistics and other national and international agencies. It provided important methods improvements for official statistics, e.g. better geospatial methods for boundary design as well as improved data visualisation and communication. Work in this area underpinned policymaking in fields ranging from pensions and insurance to tourism and regional governance.",NA,NA,NA
27,2,"Health","Emergency Care","Ambulancing, Emergency Care & Disaster Response","This topic brings together research that has shaped emergency medical care, ambulance services with those focussed on disaster response at national and international levels. It includes innovations in pre-hospital care to better patient outcomes, improved triage systems, and improvements to ambulancing in emergency as well as analysis to reduce unnecessary hospital transfers. Work in this area also addressed systemic challenges like emergency department overcrowding and improved health outcomes through bettering community response and medical device access for medical emergencies. Beyond medical emergencies, research has influenced disaster preparedness and response strategies globally—enhancing community resilience, informing financial strategies for disaster recovery, and shaping UN and Red Cross policies as well as governmental, corporate and volunteer efforts to protect and support populations in crisis contexts.",NA,NA,NA
124,7,"Society","Intl. Relations","International Relations & Politics","This topic brings together research that has informed and reshaped international relations, diplomacy, and foreign policy in complex and contested global contexts. It encompasses work on the strategic use of soft power, religious engagement; on border relations and identity politics as factors in regional stability; and on historical narratives that shape modern political alignments. Research has influenced UK and international policy on regions including the Balkans, East Asia, the Arab world, and even the polar zones, while also advising on constructive diplomatic engagement in both adversarial and friendly contexts. Other work has helped broker international agreements, guided policy on maritime and border security, and informed the rights and political situation of stateless populations. Across these contributions, a shared focus lies in supporting peaceful cooperation, cross-cultural understanding, and evidence-based foreign policy.",NA,NA,NA
109,7,"Society","Workplaces","Workplaces: Wellbeing, Organisation, Regulation","This topic brings together research that has shaped how workplaces promote wellbeing, manage risks, and organise work. A key focus is improving mental health, emotional resilience, and job quality through changes to HR policies, health and safety practices, and support systems across sectors—from policing and law to gig economy platforms. Case studies explore how organisations address workplace conflict, bullying, and stress; how they embed ethical practices; and how work design influences both productivity and employee wellbeing. Research has also guided public bodies and trade unions in reforming employment relations, modernising management structures, and promoting fair and decent work. At its core, this topic reflects a commitment to creating more humane, effective, and sustainable workplaces through evidence-based policy and practice.",NA,NA,NA
65,3,"Technology","Vehicle Eng.","Vehicle & Train Engineering","This topic addresses vehicle engineering and includes case studies across modelling, analysis and design of vehicles and their components. Case studies are often concerned with improving sustainability of vehicle manufacture and operation, reducing emissions and improving efficiency. Further considerations are developments in safety, maintenance requirements, performance and reliability. Some works also consider vehicle care, maintenance and preservation.",NA,NA,NA
41,3,"Technology","VR & Games","Virtual Reality, Video Games, Creative Digital Industries","This topic focuses on immersive technologies (VR/AR) and Human-Computer Interaction applications across healthcare, manufacturing, education, and entertainment. It encompasses user experience design, industry collaboration, and research translation for improved business processes and creative economy development. Case studies cover immersive technologies, digital innovation, and academia-business collaboration. Key themes include user experience design, accessibility, economic impact, and applications in gaming, healthcare, education, and cultural sectors. Public engagement and industry transformation through knowledge transfer are also incorporated.",NA,NA,NA
7,2,"Health","Obesity & Diabetes","Obesity & Metabolic Diseases","Research in this topic address the understanding, diagnosis, treatment and prevention of metabolic diseases and obesity. Case studies informed national and global public health policy, improving risk assessment and shaping preventative strategies. Work shaped governmental, health institutional and public understandings of these diseases and factors underpinning. New medical approaches enhanced treatment effectiveness and patient outcomes. Public health initiatives promoted health literacy and lifelong behavioural change from childhood through adulthood, reducing risk factors.",NA,NA,NA
89,5,"Culture","Arts for Enivronment","Environmental Art, Heritage & Spaces","Case studies in this topic aimed to deepen public engagement with environmental issues and inform policy for the protection of the environment through artist and cultural production, exhibition and collaboration. Research highlighted the cultural, social, economic and health value of nature, landscapes, and ecology, promoting sustainable change, environmental awareness, advocacy, and activism.",NA,NA,NA
114,7,"Society","Social Enterpreneurialism","Social Entreprises & Entrepreneurship Education","This topic showcases how research has influenced the development of social enterprises and transformed entrepreneurship education globally. Impact includes support for small businesses and social ventures in embedding sustainability and social responsibility into their practices, often in alignment with the international development goals. Case studies highlight new models for social innovation and co-operative practice, support structures for entrepreneurship in justice and fair trade contexts, and practical tools for inclusive enterprise development in Africa and Latin America. In parallel, research has shaped entrepreneurship education across multiple sectors and continents, from developing creative pedagogies to inspiring entrepreneurial thinking among scientists, students, and youth. Together, these case studies demonstrate how entrepreneurial capacity can be built to generate both economic and social value.",NA,NA,NA
6,2,"Health","Drug Discovery","Biotech & Drug Development","This topic focuses on pharmaceutical research and biotechnology innovation to advance drug discovery, diagnostics, and therapeutic development. Case studies show development of treatments, therapies, and drug delivery systems that improve patient outcomes. Case studies also cover enhanced diagnostic capabilities through point-of-care testing, biomarker identification, and advanced screening technologies. The topic also incorporates novel scientific methods for protein engineering, synthetic biology, and computational drug design, leading to faster and more cost-effective pharmaceutical development. Initiatives are often focused on commercialisation and technology transfer, particularly through spin-out companies and industry partnerships, to promote therapeutic innovation and economic growth in the life sciences sector.",NA,NA,NA
4,1,"Cancer","Colorectal Cancer","Colorectal Cancer","This topic contains case studies describing developments in the treatment and care of corectal cancers. This incorporates screening, diagnostics, surveillance, prevention, and adjuvant care, generally resulting in improved patient outcomes and/or reduced treatment costs. Case studies often detail impacts in clinical trials, as well as updates to guidelines and policy for corectal cancer.",NA,NA,NA
57,3,"Technology","Volcanology","Volcanology, Seismology","In this topic research relating to volcanology and seismology is collated, with case studies primarily covering aspects of monitoring, modelling & prediction of events, as well as prevention and disaster response. This includes studies into public health, monitoring and sensing, and development of technologies for this. Broadly; increasing safety, public wellbeing and reducing disruption are key themes of the topic.",NA,NA,NA
28,2,"Health","Healthcare Professionals","Healthcare Professionals and Management","This topic focuses on healthcare professionals (HCPs) and management of the healthcare workforce and services. This includes case studies in key areas such as; HCP education and training, from assessment to professional development and ongoing training, developing best practice and compentency; workforce management, including staff planning, performance, operational effiency and organisation; and case studies in training and support of community healthcare practitioners such as support workers and carers. Aspects of healthcare policy and regulation are naturally encompassed within this topic, and improved patient satisfaction, treatment outcomes, and service costs are often key metrics considered.",NA,NA,NA
19,2,"Health","Sport Events","Sporting & Public Events","Case studies in this topic focus on the planning, management, and long-term impact of sporting and public events. This includes practical provisions such as ticketing systems, advertising, accessibility, and infrastructure. Research promoted environmental sustainability and sustainable development, with focus on the social and economic legacies of such events at both local and national levels. Work contributed to policy development in areas such as para-sports, anti-corruption, and public safety, as well as future investment strategies.",NA,NA,NA
21,2,"Health","Injuries","Injury/Accident Prevention, Treatment, Rehabilitation","Case studies in this topic encompass the prevention and treatment of accidental injuries. This incorporates awareness, preventative measures and interventions in public health and in sports, as well as studies into diagnosis, treatment and therapy for injuries (including traumatic injuries). Aspects of public health that impact injury rates (i.e. exercise plans, nutrition, care of children and elderly/vunerable populations) are included in this topic.",NA,NA,NA
117,7,"Society","Hate Crime","Hate Crime & Speech","Case studies in this topic are concerned with monitoring, understanding and preventing hate crime and hate speech, with strong emphasis on informing public policy, legislation, and community responses. Research improved legal recognition, judicial responses, and victim support. Novel scientific approaches developed methods for identifying and measuring hate-related incidents both online and offline. Initiatives focused on raising awareness and providing accessible resources particularly within schools and community networks to promote tolerance, inclusion and understanding.",NA,NA,NA
