id,ics_table_id,funder
3441,1882,Leverhulme Trust
3442,1882,British Council [GBR]
3443,1882,Scottish Funding Council
3444,1885,Esmée Fairbairn Trust
3445,1885,Church of England
3446,1885,Catholic Social Action Network
3447,1885,Bristol Care Homes
3448,1885,Cape Hill Medical Centre
3449,1885,Sandwell Primary Care Trust
3450,1886,European Commission [EU]
3451,1886,British Academy [GBR]
3452,1886,Leverhulme Trust
3453,1886,Coventry and Rugby Clinical Commissioning Group
3454,1888,Economic and Social Research Council [GBR]
3455,1888,National Research Foundation (South Africa)
3456,1890,Biotechnology and Biological Sciences Research Council [GBR]
3457,1891,Economic and Social Research Council [GBR]
3458,1891,British Academy [GBR]
3459,1892,Ofcom
3460,1892,Arts and Humanities Research Council [GBR]
3461,1892,BBC Trust
3462,1893,Arts and Humanities Research Council [GBR]
3463,1894,Economic and Social Research Council [GBR]
3464,1895,Innovate UK [GBR]
3465,1897,Innovate UK [GBR]
3466,1897,South London Partnership of Mental Health Trusts
3467,1897,National Institute for Health and Care Research [GBR]
3468,1897,National Health Service [GBR]
3469,1899,European Commission [EU]
3470,1900,Arts and Humanities Research Council [GBR]
3471,1903,Economic and Social Research Council [GBR]
3472,1903,Standard Life Foundation
3473,1903,Young Enterprise Scotland
3474,1903,The Money Advice Service
3475,1903,Young Enterprise and Young Money
3476,1903,Money and Pensions Service
3477,1904,National Trust
3478,1904,Government of Bizkaia
3479,1904,Moors for the Future Partnership
3480,1904,Natural England
3481,1904,University of East London
3482,1904,Yorkshire Water
3483,1905,Economic and Social Research Council [GBR]
3484,1905,National Lottery Heritage Fund
3485,1906,Royal College of Speech and Language Therapists
3486,1906,Nuffield Foundation
3487,1906,Department for International Development [GBR]
3488,1906,Comic Relief
3489,1906,Enhancing Learning and Research for Humanitarian Assistance
3490,1906,Welsh Government
3491,1910,Economic and Social Research Council [GBR]
3492,1911,Fauna and Flora International
3493,1911,Blue Marine Foundation
3494,1914,IBM
3495,1915,Economic and Social Research Council [GBR]
3496,1915,Engineering and Physical Sciences Research Council [GBR]
3497,1919,Arts and Humanities Research Council [GBR]
3498,1920,Bern Cantonal Police
3499,1920,National Police Chiefs Council
3500,1920,Leverhulme Trust
3501,1921,Arts and Humanities Research Council [GBR]
3502,1921,Economic and Social Research Council [GBR]
3503,1921,British Academy [GBR]
3504,1923,Leverhulme Trust
3505,1923,British Academy [GBR]
3506,1924,Economic and Social Research Council [GBR]
3507,1925,British Academy [GBR]
3508,1925,Arts and Humanities Research Council [GBR]
3509,1926,European Commission [EU]
3510,1929,Economic and Social Research Council [GBR]
3511,1929,Innovate UK [GBR]
3512,1929,College of Policing
3513,1930,National Institute for Health and Care Research [GBR]
3514,1930,Cochrane Collaboration
3515,1930,Laura and John Arnold Foundation
3516,1930,Good Thinking Society
3517,1933,Leverhulme Trust
3518,1933,Research England
3519,1934,German Research Foundation
3520,1936,Arts Council England [GBR]
3521,1937,Leverhulme Trust
3522,1939,Ulster Scots Agency
3523,1939,"Department of Culture, Arts and Leisure, NI"
3524,1939,Arts and Humanities Research Council [GBR]
3525,1944,National Institute for Health and Care Research [GBR]
3526,1945,Engineering and Physical Sciences Research Council [GBR]
3527,1945,European Commission [EU]
3528,1946,Arts and Humanities Research Council [GBR]
3529,1946,Economic and Social Research Council [GBR]
3530,1947,Innovate UK [GBR]
3531,1947,Engineering and Physical Sciences Research Council [GBR]
3532,1947,Economic and Social Research Council [GBR]
3533,1947,Financial Services Consumer Panel
3534,1947,Financial Conduct Authority
3535,1949,Biotechnology and Biological Sciences Research Council [GBR]
3536,1949,Wellcome Trust
3537,1951,Natural Environment Research Council [GBR]
3538,1951,"Department for Environment, Food and Rural Affairs [GBR]"
3539,1952,Enzo Life Sciences
3540,1952,Biotechnology and Biological Sciences Research Council [GBR]
3541,1952,Alexis Corporation
3542,1952,European Commission [EU]
3543,1953,British Council [GBR]
3544,1953,Global Challenges Research Fund [GBR]
3545,1953,Economic and Social Research Council [GBR]
3546,1954,Innovate UK [GBR]
3547,1955,"National Centre for the Replacement, Refinement and Reduction of Animals in Research"
3548,1955,GW Pharma
3549,1956,Engineering and Physical Sciences Research Council [GBR]
3550,1957,European Commission [EU]
3551,1957,Innovate UK [GBR]
3552,1957,Rolls-Royce
3553,1957,"Innovate UK, IBM"
3554,1958,National Health Service [GBR]
3555,1958,National Institute for Health and Care Research [GBR]
3556,1959,Boehringer Ingelheim
3557,1960,Economic and Social Research Council [GBR]
3558,1960,UK Sport
3559,1961,London School of Economics and Political Science
3560,1962,Scottish Trades Union Congress
3561,1963,Engineering and Physical Sciences Research Council [GBR]
3562,1963,Economic and Social Research Council [GBR]
3563,1963,Department for Transport [GBR]
3564,1963,Ministry of Transport [NZL]
3565,1963,The Chartered institution of highways and transportation
3566,1964,Academy of Dental Sciences
3567,1964,Proctor and Gamble
3568,1964,Colgate
3569,1964,Biotechnology and Biological Sciences Research Council [GBR]
3570,1964,Unilever
3571,1964,Medical Research Council [GBR]
3572,1964,GlaxoSmithKline
3573,1966,European Science Foundation
3574,1967,Health Technology Assessment Programme
3575,1967,National Health Service [GBR]
3576,1968,Charity Commission for England and Wales
3577,1968,Consultative Committee of Accountancy Bodies
3578,1969,European Commission [EU]
3579,1970,Medical Research Council [GBR]
3580,1970,Biotechnology and Biological Sciences Research Council [GBR]
3581,1970,Engineering and Physical Sciences Research Council [GBR]
3582,1971,Economic and Social Research Council [GBR]
3583,1971,Arts and Humanities Research Council [GBR]
3584,1972,Science and Technology Facilities Council [GBR]
3585,1972,European Commission [EU]
3586,1972,Cornell University
3587,1973,Arts and Humanities Research Council [GBR]
3588,1974,Arts and Humanities Research Council [GBR]
3589,1974,Economic and Social Research Council [GBR]
3590,1974,British Academy [GBR]
3591,1975,Biotechnology and Biological Sciences Research Council [GBR]
3592,1975,"Danish Agency for Science, Technology and Innovation"
3593,1976,"Department for Environment, Food and Rural Affairs [GBR]"
3594,1976,Waterloo Foundation
3595,1976,University of Sussex
3596,1977,European Commission [EU]
3597,1977,Canadian Institutes of Health Research
3598,1978,European Commission [EU]
3599,1979,Engineering and Physical Sciences Research Council [GBR]
3600,1979,European Cooperation in Science and Technology
3601,1980,Leverhulme Trust
3602,1983,Royal Society [GBR]
3603,1983,Arts and Humanities Research Council [GBR]
3604,1984,Wellcome Trust
3605,1984,Make My Day Better
3606,1985,UK Home Office
3607,1985,College of Policing
3608,1986,Arts and Humanities Research Council [GBR]
3609,1986,British Academy [GBR]
3610,1987,Arts and Humanities Research Council [GBR]
3611,1988,"Department for Environment, Food and Rural Affairs [GBR]"
3612,1988,Department for International Development [GBR]
3613,1990,Economic and Social Research Council [GBR]
3614,1991,Science and Technology Facilities Council [GBR]
3615,1991,Engineering and Physical Sciences Research Council [GBR]
3616,1991,Cancer Research UK [GBR]
3617,1991,Medical Research Council [GBR]
3618,1991,National Cancer Research Institute
3619,1991,Department of Health and Social Care [GBR]
3620,1991,Chief Scientist Office [GBR]
3621,1991,Health and Care Research Wales
3622,1991,"Public Health Agency Research and Development, NI"
3623,1991,Department of Energy [USA]
3624,1991,BNL
3625,1991,Fermi National Accelerator Laboratory
3626,1991,TRIUMF
3627,1992,Medical Research Council [GBR]
3628,1992,Bill and Melinda Gates Foundation
3629,1992,National Institute for Health and Care Research [GBR]
3630,1992,National Institute for Health and Care Excellence [GBR]
3631,1992,NordForsk
3632,1993,Department for Transport [GBR]
3633,1993,Highways England
3634,1995,European Research Council [EU]
3635,1995,Economic and Social Research Council [GBR]
3636,1996,Economic and Social Research Council [GBR]
3637,1996,British Academy [GBR]
3638,1997,Arts and Humanities Research Council [GBR]
3639,1999,Economic and Social Research Council [GBR]
3640,1999,Office for Students [GBR]
3641,1999,Scottish Funding Council
3642,1999,Research England
3643,2001,UK Home Office
3644,2001,Hampshire Constabulary
3645,2002,Northern Ireland Housing Executive
3646,2002,Joseph Rowntree Foundation
3647,2002,Office of the Deputy Prime Minister
3648,2002,Economic and Social Research Council [GBR]
3649,2003,European Research Council [EU]
3650,2004,The Health Foundation
3651,2005,The Big Lottery
3652,2007,National Institute for Health and Care Research [GBR]
3653,2009,Natural Environment Research Council [GBR]
3654,2009,Welsh Water
3655,2010,Department of Health and Social Care [GBR]
3656,2010,National Health Service [GBR]
3657,2010,Healthcare Quality Improvement Partnership
3658,2012,Natural Environment Research Council [GBR]
3659,2012,Economic and Social Research Council [GBR]
3660,2012,European Union [EU]
3661,2012,"Department for Environment, Food and Rural Affairs [GBR]"
3662,2013,National Institute for Health and Care Research [GBR]
3663,2014,Research England
3664,2014,Department for Transport [GBR]
3665,2014,European Commission [EU]
3666,2016,"Department for Environment, Food and Rural Affairs [GBR]"
3667,2018,Biotechnology and Biological Sciences Research Council [GBR]
3668,2019,Economic and Social Research Council [GBR]
3669,2020,National Institute for Health and Care Research [GBR]
3670,2021,"Department for Environment, Food and Rural Affairs [GBR]"
3671,2023,Engineering and Physical Sciences Research Council [GBR]
3672,2024,Engineering and Physical Sciences Research Council [GBR]
3673,2025,Arts and Humanities Research Council [GBR]
3674,2025,Leverhulme Trust
3675,2026,European Commission [EU]
3676,2029,MacMillan Cancer Support
3677,2030,Arts and Humanities Research Council [GBR]
3678,2030,European Research Council [EU]
3679,2030,Dresden State Art Collections
3680,2031,British Academy [GBR]
3681,2031,Leverhulme Trust
3682,2033,Science and Technology Facilities Council [GBR]
3683,2033,European Commission [EU]
3684,2033,Leverhulme Trust
3685,2034,Arts and Humanities Research Council [GBR]
3686,2035,Arts and Humanities Research Council [GBR]
3687,2035,European Research Council [EU]
3688,2035,Templeton Foundation
3689,2035,Medical Research Council [GBR]
3690,2036,Innovate UK [GBR]
3691,2039,Department of Health and Social Care [GBR]
3692,2040,Arts and Humanities Research Council [GBR]
3693,2042,Wellcome Trust
3694,2042,Enhancing Learning and Research for Humanitarian Assistance
3695,2042,Biotechnology and Biological Sciences Research Council [GBR]
3696,2042,East Midlands Special Operations Unit
3697,2043,Engineering and Physical Sciences Research Council [GBR]
3698,2044,National Lottery Heritage Fund
3699,2047,Engineering and Physical Sciences Research Council [GBR]
3700,2047,Department of Health and Social Care [GBR]
3701,2048,Wellcome Trust
3702,2050,Engineering and Physical Sciences Research Council [GBR]
3703,2051,Engineering and Physical Sciences Research Council [GBR]
3704,2052,European Commission [EU]
3705,2052,Innovate UK [GBR]
3706,2055,Higher Education Academy
3707,2056,Arts and Humanities Research Council [GBR]
3708,2057,Arts and Humanities Research Council [GBR]
3709,2057,Beyond Borders
3710,2057,Foreign and Commonwealth Office
3711,2058,Biotechnology and Biological Sciences Research Council [GBR]
3712,2061,Boehringer Ingelheim
3713,2061,Petplan Charitable Trust
3714,2061,Pfizer Animal Health
3715,2062,International Labour Organization
3716,2062,Newton Fund
3717,2062,University of Cape Town
3718,2062,United Nations Gender Theme Group
3719,2062,British Council [GBR]
3720,2062,South African National Research Fund
3721,2064,Unilever
3722,2064,National Health Service [GBR]
3723,2064,World Association of Girl Guides and Girl Scouts
3724,2065,Engineering and Physical Sciences Research Council [GBR]
3725,2065,European Commission [EU]
3726,2066,Department for International Development [GBR]
3727,2066,Harewelle International Ltd
3728,2066,Research England
3729,2067,Arts and Humanities Research Council [GBR]
3730,2067,Leibniz Institute for Contemporary History Munich-Berlin
3731,2068,Engineering and Physical Sciences Research Council [GBR]
3732,2068,Innovate UK [GBR]
3733,2068,Johnson & Johnson Vision Care
3734,2068,Bausch & Lomb
3735,2068,Rayner Intraocular Lenses
3736,2068,Allergan Sales
3737,2068,Alcon Eyecare
3738,2069,Bill and Melinda Gates Foundation
3739,2070,Committee on Climate Change
3740,2070,"Department for Environment, Food and Rural Affairs [GBR]"
3741,2070,European Union [EU]
3742,2070,Natural Environment Research Council [GBR]
3743,2071,Medical Research Council [GBR]
3744,2071,Chief Scientist Office [GBR]
3745,2071,"Chest, Heart & Stroke Scotland"
3746,2071,National Institute for Health and Care Research [GBR]
3747,2072,Engineering and Physical Sciences Research Council [GBR]
3748,2073,Engineering and Physical Sciences Research Council [GBR]
3749,2073,AnyVision
3750,2075,Arts and Humanities Research Council [GBR]
3751,2075,Australian Research Council
3752,2075,Canadian Socian Science and History Research Council
3753,2075,Economic and Social Research Council [GBR]
3754,2075,Leverhulme Trust
3755,2075,National Endowment for the Humanities
3756,2076,European Commission [EU]
3757,2076,Association of Chief Police Officers Criminal Records Office
3758,2076,Arts and Humanities Research Council [GBR]
3759,2077,British Academy [GBR]
3760,2077,Leverhulme Trust
3761,2078,Daphne Jackson Trust
3762,2078,Medical Research Council [GBR]
3763,2078,Swiss Cancer league through University of Basel and University Hospital Bern
3764,2078,European Commission Joint Research Centre
3765,2078,Alexander von Humboldt Foundation
3766,2080,European Commission [EU]
3767,2080,Thames Tideway Tunnel
3768,2081,"Chief Scientist Office, Scotland"
3769,2082,Economic and Social Research Council [GBR]
3770,2083,British Academy [GBR]
3771,2084,Horizon 2020 [EU]
3772,2084,Sixth Framework Programme [EU]
3773,2084,Wellcome Trust
3774,2085,Higher Education Academy
3775,2085,Higher Education Funding Council for England
3776,2085,Economic and Social Research Council [GBR]
3777,2086,Economic and Social Research Council [GBR]
3778,2086,International Development Research Centre
3779,2086,European Research Council [EU]
3780,2086,German Federal Ministry for Economic Cooperation and Development
3781,2086,Leverhulme Trust
3782,2086,European Commission [EU]
3783,2086,Deutsche Gesellschaft für Internationale Zusammenarbeit
3784,2088,European Commission [EU]
3785,2089,"Department for Levelling Up, Housing and Communities [GBR]"
3786,2091,UK Government
3787,2091,University of Bristol
3788,2091,Economic and Social Research Council [GBR]
3789,2091,Brigstow Institute
3790,2094,Leverhulme Trust
3791,2094,British Council [GBR]
3792,2095,England and Wales Cricket Board
3793,2096,UCB Pharma
3794,2097,"Department for Environment, Food and Rural Affairs [GBR]"
3795,2097,Panthera Foundation
3796,2097,People’s Trust for Endangered Species
3797,2097,Robertson Foundation
3798,2098,Australian Research Council
3799,2100,Medical Research Council [GBR]
3800,2101,European and Developing Countries Clinical Trials Partnership
3801,2102,GlaxoSmithKline
3802,2102,Medical Research Council [GBR]
3803,2102,AbbVie
3804,2105,Arts and Humanities Research Council [GBR]
3805,2105,British Academy [GBR]
3806,2106,Arts and Humanities Research Council [GBR]
3807,2108,Engineering and Physical Sciences Research Council [GBR]
3808,2108,Pfizer
3809,2113,Research England
3810,2113,Arts Council England [GBR]
3811,2113,Royal Commission for the Exhibition of 1851
3812,2113,Leverhulme Trust
3813,2113,Negaunee Foundation
3814,2113,EPA Cephalosporin Fund
3815,2113,Ministry of Education [CHN]
3816,2114,European Commission [EU]
3817,2115,"Ministry of Agriculture and Fisheries Wealth, Sultanate of Oman"
3818,2115,International Council for Control of Iodine Deficiency Disorder
3819,2115,Efamol
3820,2116,European Commission [EU]
3821,2118,Engineering and Physical Sciences Research Council [GBR]
3822,2119,Joseph Rowntree Foundation
3823,2120,Innovate UK [GBR]
3824,2120,Royal Academy of Engineering [GBR]
3825,2121,Engineering and Physical Sciences Research Council [GBR]
3826,2121,European Regional Development Fund [EU]
3827,2121,Medical Research Council [GBR]
3828,2122,Economic and Social Research Council [GBR]
3829,2122,Food Standards Scotland
3830,2122,Food Standards Agency [GBR]
3831,2123,European Commission [EU]
3832,2124,National Institute for Health and Care Research [GBR]
3833,2124,Medical Research Council [GBR]
3834,2125,British Heart Foundation
3835,2125,Department of Health and Social Care [GBR]
3836,2125,European Commission [EU]
3837,2126,World Health Organization
3838,2126,UK-India Education and Research Initiative
3839,2126,Royal College of Chiropractors
3840,2126,Innovate UK [GBR]
3841,2128,National Institute for Health and Care Research [GBR]
3842,2128,Chief Scientist Office [GBR]
3843,2128,European Commission [EU]
3844,2130,UK Home Office
3845,2130,NordForsk
3846,2131,Northern Gas Network
3847,2132,Social Sciences and Humanities Research Council [CAN]
3848,2132,European Commission [EU]
3849,2133,Arts and Humanities Research Council [GBR]
3850,2134,Economic and Social Research Council [GBR]
3851,2135,Heritage Lottery Grant
3852,2135,Higher Committee for Education Development in Iraq
3853,2135,Brine Compensation Board
3854,2135,TETfund
3855,2135,Northern Ireland Environment Agency
3856,2136,Economic and Social Research Council [GBR]
3857,2136,Arts and Humanities Research Council [GBR]
3858,2137,Economic and Social Research Council [GBR]
3859,2140,South West Forum
3860,2140,Garden Organic
3861,2140,Gloucestershire County Council
3862,2140,National Lottery Heritage Fund
3863,2140,"Department for Environment, Food and Rural Affairs [GBR]"
3864,2140,Hulme Community Garden Centre
3865,2140,European Commission [EU]
3866,2142,Gordon and Betty Moore Foundation
3867,2142,Leverhulme Trust
3868,2142,Natural Environment Research Council [GBR]
3869,2143,Department for International Development [GBR]
3870,2143,British Academy [GBR]
3871,2143,World Bank
3872,2145,Engineering and Physical Sciences Research Council [GBR]
3873,2145,European Union [EU]
3874,2146,Arts and Humanities Research Council [GBR]
3875,2146,British Academy [GBR]
3876,2147,Arts and Humanities Research Council [GBR]
3877,2149,Astex Technology
3878,2150,Economic and Social Research Council [GBR]
3879,2151,Arts Council England [GBR]
3880,2151,Arts and Humanities Research Council [GBR]
3881,2151,Innovate UK [GBR]
3882,2151,Social Sciences and Humanities Research Council [CAN]
3883,2153,Medical Research Council [GBR]
3884,2154,Agriculture and Horticulture Development Board [GBR]
3885,2154,Food Standards Agency [GBR]
3886,2154,Food Standards Scotland
3887,2154,International Life Science Institute
3888,2155,Stanford University
3889,2155,Leverhulme Trust
3890,2157,European Institute of Innovation and Technology
3891,2157,Invest NI
3892,2157,Safefood Ireland
3893,2158,Arts and Humanities Research Council [GBR]
3894,2159,Engineering and Physical Sciences Research Council [GBR]
3895,2159,Science and Technology Facilities Council [GBR]
3896,2160,Leverhulme Trust
3897,2160,British Academy [GBR]
3898,2160,Arts and Humanities Research Council [GBR]
3899,2161,Economic and Social Research Council [GBR]
3900,2162,Engineering and Physical Sciences Research Council [GBR]
3901,2163,Arts and Humanities Research Council [GBR]
3902,2163,Economic and Social Research Council [GBR]
3903,2165,UK Sport
3904,2165,Sportscotland
3905,2165,SIS Foundation
3906,2166,Arts and Humanities Research Council [GBR]
3907,2167,British Academy [GBR]
3908,2167,Department for International Development [GBR]
3909,2167,Norwegian Agency for Development Cooperation
3910,2167,Economic and Social Research Council [GBR]
3911,2168,Arts and Humanities Research Council [GBR]
3912,2169,ClimateXChange
3913,2169,Vattenfall
3914,2169,European Commission [EU]
3915,2170,European Commission [EU]
3916,2170,Sport Wales Institute
3917,2170,Knowledge Economy Skills Scholarships
3918,2170,Football Association of Wales Trust
3919,2171,Creative Scotland
3920,2171,BBC
3921,2171,National Library of Scotland Moving Image Archive
3922,2172,Kuwait Foundation for the Advancement of Sciences
3923,2172,John Fell Fund
3924,2172,Office of the Children’s Commissioner for Wales
3925,2172,International Telecommunication Union
3926,2172,Prince's Trust
3927,2172,Nominet Trust
3928,2172,London School of Economics and Political Science
3929,2174,Science and Technology Facilities Council [GBR]
3930,2174,Arts Council England [GBR]
3931,2174,International Astronomical Union
3932,2174,Light Up Lancaster
3933,2174,Blackpool Council
3934,2175,Cumbria County History Trust
3935,2175,Leverhulme Trust
3936,2175,National Lottery Heritage Fund
3937,2176,Arts and Humanities Research Council [GBR]
3938,2177,Economic and Social Research Council [GBR]
3939,2177,"Department for Levelling Up, Housing and Communities [GBR]"
3940,2177,Interreg
3941,2178,Economic and Social Research Council [GBR]
3942,2178,European Commission [EU]
3943,2179,Economic and Social Research Council [GBR]
3944,2179,Engineering and Physical Sciences Research Council [GBR]
3945,2180,Scottish Government
3946,2180,Scottish Parliament
3947,2180,ClimateXChange
3948,2180,Scotland and Northern Ireland Forum for Enviromental Research
3949,2180,EAGA Charitable Trust
3950,2181,European Union [EU]
3951,2181,Engineering and Physical Sciences Research Council [GBR]
3952,2181,Monohakobi Technology Institute
3953,2182,Economic and Social Research Council [GBR]
3954,2183,Leverhulme Trust
3955,2183,Wellcome Trust
3956,2183,International Ocean Discovery Program
3957,2184,AstraZeneca
3958,2185,Medical Research Council [GBR]
3959,2185,Wellcome Trust
3960,2185,National Multiple Sclerosis Society
3961,2187,Economic and Social Research Council [GBR]
3962,2187,College of Policing
3963,2187,UK Home Office
3964,2188,Natural Environment Research Council [GBR]
3965,2189,Engineering and Physical Sciences Research Council [GBR]
3966,2190,Chief Scientist Office [GBR]
3967,2190,Medical Research Council [GBR]
3968,2190,National Centre for the Replacement Refinement and Reduction of Animals in Research
3969,2191,Department for International Development [GBR]
3970,2192,"Department for Environment, Food and Rural Affairs [GBR]"
3971,2192,Humane Slaughter Association
3972,2193,Engineering and Physical Sciences Research Council [GBR]
3973,2193,Wellcome Trust
3974,2193,Cancer Research UK [GBR]
3975,2193,National Institute for Health and Care Research [GBR]
3976,2193,Medical Research Council [GBR]
3977,2194,European Commission [EU]
3978,2195,Science and Technology Facilities Council [GBR]
3979,2195,Innovate UK [GBR]
3980,2195,Knowledge Transfer Partnership
3981,2195,European Commission [EU]
3982,2195,European Nuclear Science and Application Research 2
3983,2195,Defense Threat Reduction Agency [USA]
3984,2195,Kromek
3985,2195,Innovation Partnership Scheme
3986,2197,Engineering and Physical Sciences Research Council [GBR]
3987,2197,European Commission [EU]
3988,2198,Engineering and Physical Sciences Research Council [GBR]
3989,2198,Rolls-Royce
3990,2200,National Institute for Health and Care Research [GBR]
3991,2201,National Archives
3992,2201,Arts and Humanities Research Council [GBR]
3993,2201,Institute of Amateur Cinematographers
3994,2202,ITF Seafarers’ Trust
3995,2203,Leverhulme Trust
3996,2203,Economic and Social Research Council [GBR]
3997,2203,Department for International Development [GBR]
3998,2208,Arts and Humanities Research Council [GBR]
3999,2209,Childrens Investment Fund Foundation
4000,2209,Medical Research Council [GBR]
4001,2210,Economic and Social Research Council [GBR]
4002,2210,Leverhulme Trust
4003,2211,European Commission [EU]
4004,2212,Wellcome Trust
4005,2212,UK Clinical Research Collaboration
4006,2212,Health Innovation Challenge Fund
4007,2212,Department of Health and Social Care [GBR]
4008,2213,National Institute for Health and Care Research [GBR]
4009,2214,Economic and Social Research Council [GBR]
4010,2215,National Institute for Health and Care Research [GBR]
4011,2215,Action Medical Research
4012,2215,Cancer Research UK [GBR]
4013,2219,Biotechnology and Biological Sciences Research Council [GBR]
4014,2219,"Department for Environment, Food and Rural Affairs [GBR]"
4015,2220,Welsh Government
4016,2220,Tuberous Sclerosis Association
4017,2220,Association for International Cancer Research
4018,2221,Medical Research Council [GBR]
4019,2221,National Institute of Diabetes and Digestive and Kidney Diseases
4020,2221,Juvenile Diabetes Research Foundation
4021,2221,Diabetes UK
4022,2221,National Institutes of Health [USA]
4023,2221,Women’s and Children’s Health Research Institute
4024,2222,Arts and Humanities Research Council [GBR]
4025,2222,John Templeton Foundation
4026,2222,Leverhulme Trust
4027,2223,Economic and Social Research Council [GBR]
4028,2226,Foster Findlay
4029,2226,Seventh Framework Programme [EU]
4030,2229,European Research Council [EU]
4031,2230,Innovate UK [GBR]
4032,2230,Engineering and Physical Sciences Research Council [GBR]
4033,2231,Economic and Social Research Council [GBR]
4034,2233,Nottingham Rehab Supplies
4035,2233,Mayfields Life Skills Centre
4036,2233,Higher Education Innovation Fund
4037,2233,Boost Foundation
4038,2233,Ulverscroft Foundation
4039,2233,Leicestershire County Council
4040,2237,Glasgow Centre for Population Health
4041,2238,Bord na Gaidhlig
4042,2238,University of Glasgow
4043,2238,R.L. Thomas Endowment
4044,2238,"Soillse, National Research Network for the Maintenance and Revitalisation of Gaelic Language and Culture"
4045,2239,Arts and Humanities Research Council [GBR]
4046,2239,British Academy [GBR]
4047,2240,Arthritis Research UK
4048,2240,Department of Health and Social Care [GBR]
4049,2240,Medical Research Council [GBR]
4050,2240,Versus Arthritis
4051,2241,Janssen Pharmaceutica NV
4052,2242,Leverhulme Trust
4053,2243,Chief Scientist Office [GBR]
4054,2243,BUPA Foundation
4055,2243,World Health Organization
4056,2245,"Department for Business, Energy and Industrial Strategy [GBR]"
4057,2246,Innovate UK [GBR]
4058,2246,Science and Technology Facilities Council [GBR]
4059,2246,Royal Academy of Engineering [GBR]
4060,2247,Seventh Framework Programme [EU]
4061,2248,Natural Environment Research Council [GBR]
4062,2250,Humanities in the European Research Area
4063,2250,European Commission [EU]
4064,2250,International Holocaust Remembrance Alliance
4065,2251,Department of Health and Social Care [GBR]
4066,2251,National Health Service [GBR]
4067,2252,British Heart Foundation
4068,2252,Medical Research Council [GBR]
4069,2253,Natural Environment Research Council [GBR]
4070,2253,Wetlands International and DOB Ecology
4071,2253,Wetlands International and Oak Foundation
4072,2254,Department for International Development [GBR]
4073,2254,European Commission [EU]
4074,2255,Natural Environment Research Council [GBR]
4075,2255,European Space Agency
4076,2255,Copernicus [EU]
4077,2256,UNITAID
4078,2256,Wellcome Trust
4079,2256,International Aids Society
4080,2256,Population Services International
4081,2258,IUCN SSC Conservation Planning Specialist Group
4082,2259,European Commission [EU]
4083,2260,National Institute for Health and Care Research [GBR]
4084,2262,Calouste Gulbenkian Foundation
4085,2264,Biotechnology and Biological Sciences Research Council [GBR]
4086,2264,Horserace Betting Levy Board
4087,2264,Pancosma SA
4088,2264,Wellcome Trust
4089,2265,British Heart Foundation
4090,2265,National Assembly for Wales
4091,2265,Youth Sport Trust
4092,2266,London Marathon Charitable Trust
4093,2266,Archery GB
4094,2266,Aspire Trust
4095,2266,European Commission [EU]
4096,2266,Union of European Football Associations
4097,2266,Streetgames
4098,2266,Welsh Rugby Union
4099,2266,Coca Cola Foundation
4100,2266,Sport Wales
4101,2269,European Union [EU]
4102,2270,Innovate UK [GBR]
4103,2270,National Institute for Health and Care Research [GBR]
4104,2270,Department for Work and Pensions [GBR]
4105,2270,Health and Safety Executive [GBR]
4106,2270,Association of British Insurers
4107,2270,Arthritis Research UK
4108,2270,Committee for a Responsible Federal Budget (USA)
4109,2270,Public Health England
4110,2271,British Academy [GBR]
4111,2271,Leverhulme Trust
4112,2271,Arts and Humanities Research Council [GBR]
4113,2272,Arts and Humanities Research Council [GBR]
4114,2272,Economic and Social Research Council [GBR]
4115,2273,Arts and Humanities Research Council [GBR]
4116,2273,Economic and Social Research Council [GBR]
4117,2274,University of Washington
4118,2274,European Commission [EU]
4119,2274,Natural Environment Research Council [GBR]
4120,2274,Marine Stewardship Council
4121,2275,Wellcome Trust
4122,2275,Engineering and Physical Sciences Research Council [GBR]
4123,2275,Innovate UK [GBR]
4124,2275,Royal Academy of Engineering [GBR]
4125,2276,Higher Education Funding Council for Wales
4126,2276,Welsh Government
4127,2277,Arts and Humanities Research Council [GBR]
4128,2278,Kainos Innovation
4129,2278,Thomas Swan
4130,2278,University of Chester
4131,2279,Engineering and Physical Sciences Research Council [GBR]
4132,2279,European Commission [EU]
4133,2282,Google
4134,2284,Innovate UK [GBR]
4135,2287,European Commission [EU]
4136,2288,Engineering and Physical Sciences Research Council [GBR]
4137,2288,Natural Environment Research Council [GBR]
4138,2288,United Nations Children's Fund [UN]
4139,2288,Royal Society [GBR]
4140,2290,European Research Council [EU]
4141,2290,British Academy [GBR]
4142,2290,Arts and Humanities Research Council [GBR]
4143,2290,Economic and Social Research Council [GBR]
4144,2293,Economic and Social Research Council [GBR]
4145,2293,Backstage Trust
4146,2295,UK Space Agency
4147,2296,Department of Health and Social Care [GBR]
4148,2296,European Commission [EU]
4149,2297,Biotechnology and Biological Sciences Research Council [GBR]
4150,2297,Engineering and Physical Sciences Research Council [GBR]
4151,2299,British Heart Foundation
4152,2299,Chief Scientist Office [GBR]
4153,2300,National Health Service [GBR]
4154,2300,National Institute for Health and Care Research [GBR]
4155,2301,"Department for Environment, Food and Rural Affairs [GBR]"
4156,2301,Biotechnology and Biological Sciences Research Council [GBR]
4157,2302,Engineering and Physical Sciences Research Council [GBR]
4158,2302,UK Home Office
4159,2302,Innovate UK [GBR]
4160,2302,Science and Technology Facilities Council [GBR]
