REF impact case study identifier,reassigned,reassignment,final_topic,reassignment_notes
ca735ecd-8e35-4d6a-b8e0-3634321002ab,0,56,56,Digital Economy
877125bd-e8ce-4b70-a682-56a9f044b751,0,56,56,
d59a4fa1-5e19-4394-bf46-451d905f0fa6,1,,44,
99cade6e-35ed-4b6b-8c87-62077ad6aa8c,1,,44,
2c269966-dd7a-4936-aca5-2fd1f702352e,1,,44,
3cff1cc6-56b5-42b8-a726-c354063254cc,1,,44,
f8fc240c-155a-4f33-91cb-b0856295c43d,1,,44,
50e329b7-1f7e-4809-a723-0bdd2dcbe026,1,,44,
f0ff7115-033e-4f32-9ca2-abc71d418c35,1,,44,
f3647f39-d619-4535-acb0-25dcecf6c7df,1,,44,
bedfacb7-9e39-460e-8e32-6dd20cac2711,1,,44,
adf41e7f-d001-412a-bf71-9ae28bc6bdb9,1,,44,
81fa2140-6879-462d-bd69-fc1ece9d5c42,1,,44,
1e0f7a65-a8b2-42d9-a147-b8230c407a07,1,,44,
e9ca0b3c-f15f-4c97-b90d-3b73a6b88dc5,1,,44,
9b842d76-fbcb-4ca8-83e2-e71ca6e5179f,1,,44,
1772dcf4-6b63-40da-8753-587b8abac66b,1,,44,
8a0bc06c-1d1b-45ee-9d74-bc96e27f6ec3,1,,44,
ec4f4a8a-5625-47c2-bf6a-78097c5dffdd,1,,44,
3aad1f5c-3ddc-462d-bd20-c2c19aca69c8,0,6,6,Patient reported outcome measures improving NHS provisions and expenditure
9a95766d-8a51-4ce1-9976-85dac4001ca2,1,,44,
d4c33929-440c-42a7-9d32-8a8c853aac56,1,,44,
706c60cc-1eb5-46e7-9a3c-c57063d6c935,1,,44,
6c574934-bc33-46e0-b50b-e8553115cfb2,1,,44,
214afc25-6bf8-421e-b345-40de7074b8ce,1,,44,
4eec3a35-0a47-4c02-90e5-b62e7da95141,1,,44,
9aeba804-2f6a-4864-a874-d9394bd025ed,1,,44,
8dabbd21-1979-4d8e-adf6-c85031bef1ae,1,,44,
0c5d80b1-ed1e-4de8-aa70-03d029dd6993,1,,44,
ca847930-6a4d-49b6-9196-bbac31d5c212,1,,44,
25915103-28af-4384-b9f5-e925142ef060,1,,44,
cf676fe4-a8c4-4a7d-b61b-320cd1773335,1,,44,
6947c857-7b91-49fa-804d-b62e713c5f8b,1,,44,
ab9a35f6-a805-4caa-a467-96532815361b,1,,44,
5e39e22a-02bb-4452-857a-99be515b16a7,1,,44,
491ad268-b73b-485b-95a8-82230dd940e4,0,7,7,Should these academic anxiety studies go here or in mental health or education...?
4c9b8429-0b56-405d-9222-d204e10e3269,0,7,7,Should these academic anxiety studies go here or in mental health or education...?
831463f7-a03e-4a9e-b540-417cea0051e0,0,7,7,Should these academic anxiety studies go here or in mental health or education...?
074dbbe5-bc19-47b8-a1b1-c04c74624b69,0,4,4,postnatal mother-infant proximity studies
1df46b06-4549-4e59-944a-2bb2948a78fb,1,,44,
589dda6e-f894-4a36-9fcc-16cfd60c2d1a,0,4,4,Early childhood care
22d60301-8efe-410d-9ca6-5c13a56d08e6,0,4,4,Care of infants
cc8c5369-343d-4238-ad8c-c94d5d6c4bd2,1,,43,
5098ba31-1553-48a1-aba9-631ba9a4a1c5,0,19,19,Irish migrants in colonial and marginalised community terms
30227f10-ac06-4fcb-955f-3533fff23a5c,1,,43,
58ec82cd-4fbb-4c73-8a6c-ad27603b530f,0,12,12,"National Museum of Ireland, not strictly NI"
20f15152-6afa-4221-8c76-953f521b3879,1,,43,
c2f23098-d50d-4b12-8129-e75088d3d66b,0,76,76,Centre for New Writers
14185a9c-ae57-403c-845f-c5ac1b450eb8,1,,43,
10fc0fdc-f917-4d6b-b440-73383ee730f8,1,,43,
abe60c24-f6ae-442d-8297-439ae29e39a9,0,68,68,"General Ireland, oral histories"
3365e282-aaa1-44d1-8e03-5835da61220b,1,,43,
34c07632-d9c5-40b7-8f7b-1b976957c70e,0,76,76,York Centre for Writing
da777733-a973-4f76-a99d-6f8c219c862d,0,76,76,Creative writing collaborations
64c72f82-1385-4eef-aa81-0fadabef1659,0,12,12,Major witchcraft exhibition at the Ashmolean
202dff7f-067b-452e-8f8d-8d398a51a568,1,,43,
3aaab833-e5c9-47ea-906a-d3b7524337a3,1,,43,
75263c11-6092-48a4-90e4-fe9745184408,1,,43,
5ebfc0d3-1d94-4643-89fe-50020980d66a,1,,43,
3d8d45d0-64f7-4565-93aa-3adba5ff895d,1,,43,
dc566dca-0212-4073-8eca-53a4aaf7385c,1,,43,
14ca0b44-b630-41bd-86ac-277ceb076102,1,,43,
379d002d-201e-4527-818f-1324c5018eea,0,75,75,Public engagement in the Ashmolean witchcraft exhibition
66a299d1-025f-4949-a466-6e30478023ac,0,10,10,Monastic history at Downside Abbey
c53633ba-e0d4-41f9-a7a2-ed33311d5db8,1,,43,
dca41c27-21d3-4932-bb72-cb43a89ea9b1,1,,42,
0a5b643c-665d-4ff7-831c-e4251c624cca,1,,42,
a9ee9c03-72cb-4afb-9316-227c64e6182e,1,,42,
fdc57869-1efe-47f0-8270-3e839cb5fba8,1,,42,
e65f53c2-9366-4e1c-8277-fce6e55fb00a,1,,42,
f3cb36b0-63f9-4889-8e54-b43d0782bf3a,1,,42,
a353a6cc-5cd9-4bf7-a73c-d4fdaf6fab14,1,,42,
44fad3e3-8adc-47d0-96a0-fdb92af0b66b,1,,42,
9d5bd7d2-a483-459d-803f-293a9b236695,1,,42,
9134a15f-1e34-482d-8569-193b010d1b2b,1,,42,
12a6da46-2083-4d82-bcec-96605a27e79f,0,14,14,Irish constitutional questions
8fbdc565-d1a0-4727-94f8-af845689e2b3,0,1,1,mental capacity legislation 
680669b5-0e92-4fbc-94d7-2bb9cc8d3614,1,,42,
f1bedbf2-5b78-4ddb-8a50-00b65e20e5d9,1,,42,
becb639f-8f30-4be6-ad71-b0b8ed49f632,1,,42,
fd3e3a8d-0dd9-4fce-8cc8-8638bafce7c0,0,78,78,Political representation of Roma community in Slovenia 
c8dd7443-832a-4f2c-9b44-9e377bbd4022,1,,42,
362fea23-5868-46c9-9eb0-205f58953e3a,1,,42,
e92f30f4-8291-428a-bbf2-501dc12d3623,0,47,47,Making ethically difficult decisions in child healthcare
5061f9f4-ad46-40f6-917d-711b97aad66d,0,47,47,Freedom of conscience in healthcare
3f1198ff-aea5-42a3-b6d7-3cdeaa0b2c20,1,,42,
0b82bb93-59d1-4fd9-886d-e557b66bffef,0,18,18,Women's electoral representation in Albania 
7822b06b-e14e-45a9-8ba8-dc62e68048c0,1,,42,
f35a6caa-1df1-44cd-addc-b6479f0a43ad,0,32,32,Supporting individuals living with breast cancer
ab5f8d17-1b3b-4ab1-8bad-4d1c44f75232,1,,42,
af9050a8-bb90-4763-9605-ce7fb68e3780,0,44,44,Understanding death and bereavement 
6f91dbfc-6fa4-43e0-b7dd-1354b43c0181,0,47,47,Implantable medical devices 
5ac18ff0-ad9b-4565-9a90-39371a24c7c8,0,47,47,ethics for withdrawing treatment in children
52ea702d-b489-4208-80ba-54d4aa62a949,0,18,18,Women's electoral representation in Ireland 
da18dbcc-4bff-4e09-99f9-fe8434a24c74,0,4,4,Support and protocols after infant loss
a8983a8e-4aa3-4ff9-b4aa-f12f6bd42f51,0,36,36,Social equality in UK performing arts 
de749202-8fe0-40a7-9300-4ec5999c43fe,0,36,36,Working class participation in acting
e5684d46-dcca-4a4e-9afc-3bc47c7659ea,0,13,13,Combating inequality in the creative performance industries (film and theatre) - not sure which one to put this in 
c10051b4-5f7a-450e-9956-1fca8cf924b2,0,11,11,Social mobility in UK television sector
5f6bb930-1873-48ed-a293-19acf88ab58b,1,,41,
3ea6e683-0a2e-4112-9743-4e9a5a1c5bef,1,,41,
597c7285-3ca9-4d75-99eb-45f4f03bfc25,1,,41,
5d75ab48-db98-458c-bc0d-5adc22d41eee,1,,41,
3799fa1f-11be-4ce1-9df9-9866626d07ea,1,,41,
a04632b8-44f8-4232-9ea3-6d6ee2e08217,1,,41,
b2b8db70-5c20-4855-8569-571a2401cd1e,1,,41,
6479ef63-7abf-45a3-8dda-bb22ee892a06,1,,41,
5949360b-bca7-4240-9e97-8e4be6ec97c9,1,,41,
ceea7fc8-4e8d-41b6-8034-ad6152616e8e,1,,41,
76dfa6ca-5930-4e1f-aecc-18afc9b4b969,1,,41,
ca56e908-9c87-40ed-a928-458e1a20d511,1,,41,
f88dd593-21e0-43d6-9d03-c43d8a4bca02,1,,41,
66c17a79-958d-427e-b2fa-d801e8bc5071,1,,41,
9f58348d-f45d-485f-9cfd-1f9c47e818ac,1,,41,
464ccee0-b6a1-4b44-818d-0fb253e3799d,1,,41,
5010d71f-cf70-4ba6-89eb-955f7172d05f,1,,41,
d98ef627-928e-4e72-ae9c-fb1e989e5565,1,,41,
585d665a-1a0d-4931-b72d-98717606b98b,1,,41,
8690a744-b4a8-4d76-8bc4-ad4fda3051ed,1,,41,
db18e3ad-e419-49c7-b388-658f71c94a0a,1,,41,
6bd024cf-f6c8-4fea-a543-f3ad7b2b7ad2,0,45,45,Indigenous rights and environmental justice
7a0d5ad2-0924-4e85-8c76-dca4fdbc8ee7,1,,41,
e49a0e2c-161d-4a97-bb0b-2e6595fe54a4,1,,41,
ef9a5be1-29bc-4921-b8b8-475df0fb1d22,0,45,45,Environmental justice
e415777f-a2c5-4169-a3b4-2209d3381c15,0,15,15,Preventing sexual abuse in shamanic practices. Not sure where to put this. 
7255163c-6f78-421d-a970-c4d3b92a9295,0,5,5,Conservation decision-making
ffcb7df2-4e09-491a-b55f-28223a1429aa,0,15,15,Sexual and gender-based violence
22b25e62-513b-4b67-8202-5f63828b22fd,0,15,15,Same as below
684e22ad-77d8-41b0-8baa-db9a580e2a80,0,15,15,Tackling FGM - female centred development and sexual health
e41fe848-34be-4f5a-8e71-774651bb9384,0,78,78,Social inclusion of traveller communities
d20c8c73-96b4-448e-a865-14f4f4d71b7a,0,81,81,Protecting men against HPV - sexual health
26b744f1-e289-4e58-a467-6d67f0697e36,0,81,81,HPV - sexual health
d9db0694-2ba2-4cd5-b904-a44628e18702,1,32,40,This is about diagnosis
9920d66a-13dd-4516-9f37-d2da7fc05bc7,1,,40,This is about developing heritage and tourism to be more accessible for dementia in anticipation of the impact of rising cases
e24e9543-f5ac-496a-ab0c-703d6905c51a,1,,40,
bc4989b7-15db-4c73-8a28-01a683f942a3,0,69,69,This is about social and community health-care provision and resources/funding
2c0b5870-6411-4bda-afbb-10811f77e9c2,1,,40,
4e5b52af-9f13-4fbc-9354-bb47a5d98981,1,,40,"This is about improving treatment in long term support both for family and practitioners, so the most natural fit seems to be in detection, diagnosis, treatment, although these dementia cases are tricky "
090a69aa-bf22-4a5e-846d-4d55668d680f,1,,40,
9e2674ef-6695-4a8c-bf46-564349555004,1,,40,
606eb276-316a-4b57-acab-1e424fdc24af,0,32,32,Disease detection 
5e967fe4-541f-4d89-889d-9aaf2a0e4e41,1,,40,
eb620419-157a-4952-8549-3f7902161d4b,1,,40,
da3b066a-d2b1-4738-ba0c-85b86427d987,1,,40,
af5b630c-b8f9-41da-b135-d94ad6f1605f,1,,40,
81b36b1c-cbd3-4deb-8e99-fd6bcfba5f3d,0,2,2,This is about administrative restructuring to create more efficient diocese management and promote congregation growth
93583020-9093-4b95-ae92-7a960985b13b,1,,40,This a (really really cool) way of using a mapping game to detect the onset of memory-related disease
ae87bcbc-1042-4ac6-a2fa-e17cef1b4ce4,1,,40,
9c43e11b-bf8f-4521-baf8-9e40396029d3,0,47,47,Healthcare policy 
1026e101-ff0f-4a89-abee-3956650838c8,0,32,32,"This is about product design to improve quality of life, particularly dignity "
cc949c1b-e11d-44c3-986f-99a1e4c744ea,1,,40,
478f7f1f-4fc7-421b-9283-936a15cf4e72,1,,40,
ab984a31-d342-4ce1-9ab2-e48762f464be,1,,40,
922c2d77-7f77-4d9c-84c7-4e1489cb3451,1,,40,
d987737a-ea54-46c3-a759-1b008b86f014,0,6,6,Prevention focus
3f91fcbb-1fb1-454d-9ee3-b87de7881607,0,3,3,Music and maternal mental health 
8ca5b79c-d99d-4688-abc1-08e3217e9bd9,0,34,34,Music used as an intervention for Autistic children 
7aaa7f2e-7d29-4cca-a0b1-539072edb8ad,0,34,34,Music used as an intervention for Autistic children 
09fb579d-8c02-430e-bf90-20d4464bd694,1,,39,
c17f9e79-25f2-4d2e-84b3-769f4c0837d1,1,,39,
6f4f7e27-8831-445b-a5c0-757ac30259c9,1,,39,
0929db29-d48a-42af-84f4-7341c5717846,1,,39,
15e65093-be04-43f7-8257-a3ed9e3cebfb,1,,39,
1f4350a8-9793-4fcc-8748-f31fe878391f,1,,39,
d1c55a90-fffd-4a1d-aa06-06429aa6ed74,1,,39,
f376bc9a-2c32-425a-a695-b9b6611f6a0e,1,,39,
fbd415fc-772a-436b-8c43-85f7317983c2,1,,39,
4ed64568-9147-4303-b6c1-1650d11be547,1,,39,
9e87367e-7d6e-4a3f-9044-f7228f44f892,1,,39,
df63da06-993a-4e63-9036-bb38f13516d5,0,61,61,"Putting in the food production, distribution, and security topic with an expanded title to include water"
8d417ae5-99a1-4d72-a3bd-2ddf04801922,0,61,61,Same as above
616d1ff9-2924-4cc4-8f96-409a70fc323b,0,61,61,Same as above
a6a577a2-ecf4-45c5-b583-675810182cfc,0,38,38,Political representation and participation in Wales
782a9e2e-bc61-4044-924d-6a3de762178d,0,38,38,Changing the constitutional relationship between England and Wales
3137ca97-d5fd-415c-95a2-f400e75a562e,0,38,38,"Welsh government's franchise, size, and electoral system"
2f9ff7a7-7317-4c40-8bae-7d491ed1e863,0,70,70,Infectious disease and disaster control 
b860b013-c625-4653-a3b5-280fc4c082c1,0,32,32,Regaining movement after paralysis 
3649b8f2-c66c-43c5-91fa-487ed19e80f1,0,32,32,prostethic limb developments
98ea1b80-72e1-490b-b58d-dc68cb3e7b83,0,6,6,Early diagnosis and intervention for alkaptonuria
8d39e720-e854-4e2e-bb6c-3e1fab6d35e7,0,6,6,Non-surgical orthopedic treatments for lower limbs 
5fa17e97-ae48-46f1-a96e-1edbfdd9ef91,0,32,32,Quality of life for lower limb amputees
c89eb0ca-6760-4294-bbae-709ff9c0624f,1,,38,
5eaa3b39-a329-472e-8d65-b7f4eb83fa60,1,,38,
230a0205-60de-48d1-b301-9644c6308e9e,0,1,1,Repealing offensive behaviour act
6539cbc6-02c8-4e8f-9d3c-6988f36b2134,1,,38,
c78d7f83-ec6b-4d7c-bbd4-7881264a83cb,1,,38,
84100711-77c2-4413-b976-898d7e110dac,1,,38,
8afa632b-1c66-4ec5-b546-98b37f14f28f,1,,38,
5b08a69f-2db4-4587-aeb3-64e35404cf69,1,,38,
1f9b02af-4776-456e-9755-63395f787a2c,1,,38,
df13c1ff-4d00-492b-9d01-3e953e5a2e94,1,,38,
149f0189-62a6-40b8-bc64-85608d98f475,1,,38,
e8cc4e1d-1a0b-45b0-b8b6-2c65f2ae19b5,1,,38,
a42efc0f-7274-4c21-b9ac-15472b452eae,0,75,75,Public engagement in cathedrals and pilgrimage centres as one of the UK's largest heritage sectors
696faff3-257b-44e3-9536-bf182eb56df4,0,23,23,Historic places and conservation 
b440a065-5f1b-4f71-b460-f4ed23f37b86,1,,38,
5abdc68c-d0e0-4632-b945-89d1c70ca97f,1,,38,
660409d3-896d-4ad2-80a1-b2e3f62dab79,1,,38,
0d297ff4-5299-4669-a3e9-d64e8574e9d0,1,,38,
7d879884-a06a-4647-bba8-c5a879114631,1,,38,
4b4d933c-f357-4910-92b7-0e2b87705778,0,65,65,Development in the Phillipines
556fda8b-ef78-4747-b7cf-07d840d54bf6,0,28,28,Unsure whether to put this in education or information transparency/access
016216e8-e770-4c8d-8393-c8a0772d0105,1,,38,
927d0ede-0adb-4881-92f5-306fb01e360d,1,,38,
98211c6a-1c62-45a0-828b-e8bf714baf57,1,,38,
c08276f9-38a0-4d52-841e-fceeebbe075b,1,,38,
cd903e87-39ce-45df-84d9-95b5776bafba,1,,38,
bebecb12-234e-43da-87ad-541789e0f151,1,,38,
e35e5334-8b5b-4ff1-b4d9-e77fc349e755,1,,38,
78f51b01-06d7-4a05-bbc9-631ce477e532,1,,38,
ab093f51-a6f4-4f26-906d-d6cf6ebdc73a,1,,38,
4bd740fc-a377-4ca2-9e35-781f024f50e1,0,52,52,Pubic library services - putting it in reading because it doesn't fit nicely anywhere else
1e6e075e-d5f5-421c-bb45-2708636b5190,1,,37,
89c74c07-eec9-4e7d-80ab-7c75ca76f3db,1,,37,
863c0020-cfb6-4077-a90f-2f3795bde551,1,,37,
23574722-98f8-4e84-8c55-6c6f09a81654,1,,37,
1241188f-adbf-4b79-a468-fa688a6a7aed,1,,37,
9ae0f3f0-eba1-48bf-ac30-d049c64d8c10,0,78,78,Implicit bias in real world social settings and how to tackle it 
aacd7c1c-f6b7-4643-b4ac-6ae1fcfa4e71,1,,37,
5f9a161a-aeca-44a4-9794-59a5f154a4b0,1,,37,
86d1e7a3-d711-4253-af01-f6487bb04774,1,,37,
4c41a4da-30b9-4ff2-8676-3b0e8224beb3,1,,37,
f4fade82-fb73-4ad1-b331-4d0fbbaaefec,0,7,7,Could go in government process - this is about implicit bias in government decision making
b4ec50ad-05a9-4940-aa80-490691d7897b,1,,37,
56a7deec-cfad-4137-8311-b76dff7af17c,0,44,44,"Could go in government process? - This is psychological techniques for decision making to help international government decisions on a number of areas, particularly tackling implicit bias"
b61e3ac9-2fe3-49a2-84d4-7f1ce8395c61,1,,37,
ed6c0e85-8763-4e06-86ed-69bf1530b9f0,1,,37,
1d3478c6-9ee1-43be-b195-a63e260198a8,1,,37,
d82a3389-113a-455d-bda4-eb023e82ce8f,1,,37,
5e918d8d-6735-42cc-9849-0eccd21c9b50,0,78,78,Social integration of ethnic minorities in England
4351d368-5409-4ab5-910a-a81330af009a,1,,37,
a443d21b-734a-4218-b0b9-c10943e002c4,1,,37,
d6af245a-3e0a-4736-907d-47f8f390ee4c,1,,37,
4d427ba1-2b61-46d1-9789-6cbbe68babc4,1,,37,
2c92acb4-d3d8-4f03-b37a-c2675e389484,0,21,21,Developing understandings of terrorism and political violence among policy-makers
0b44de58-6b72-46db-b8f7-a7deedb64dde,0,39,39,Combatting racism and hate crime
9ad3f191-10c3-4173-bb61-cb65c4b08e0c,0,7,7,Training volunteer educators in crisis settings
72dd4942-48b4-42f8-ae68-cf52208d2dba,1,,37,
c794a799-9a78-426b-86e5-9af9cec03068,1,,37,
4eb17505-a326-49df-96ea-ed472ef13698,0,67,67,Multilingual support services for domestic abuse survivors
4e6c7724-62be-4f16-9c85-3e788d57d097,0,67,67,Mental health interventions for multilingual adults
74758106-503f-47df-8f13-998d889f5b60,1,,37,
415dde73-ec4d-4dda-b51d-3fe24f5efcbc,0,21,21,Responses to terrorism 
5c7d10cb-9a5f-4c9e-bce9-e2b6c977e142,0,21,21,Extreme far right in UK 
ea2c340f-ef1b-4f0f-9649-b0d0f5a0246f,0,21,21,Counter-terrorism efforts
eeee8833-5999-41a3-a6e1-39f21924800c,0,21,21,Improving violent extremist risk assessment 
3e0949c5-8941-42ef-bff3-03a2e60e17e7,0,10,10,Photographic exhibition of Kosovo healing 
a8478f76-1035-45ab-941c-05de26a55863,0,21,21,Counter-terrorism education 
dcf02470-3b1f-4c6f-9180-4964dcdc50ef,0,21,21,"Cultural healing in post-genocide Rwanda - there is a lot in here, and I don't know where it fits exactly "
9afa4874-c9a2-40cc-ba7d-d698188df167,0,46,46,Improving Red Cross translation abilities in crisis areas
53e3e3c7-ed27-4707-98ff-fb24613239af,0,68,68,Commemorating Rwandan genocide
e650b42d-7d7f-4016-ab3d-a1a9b1eb4a6d,0,78,78,Reaffirming indiginous identities and rights through history in Mexico
94bfbc94-1ddc-4375-ba9b-1209fcab5b5f,0,10,10,Rehabilitating historical reputation of Pres. Santa Anna of Mexico
26134c7a-c5c9-45eb-b5cc-5a5d85bd5d46,0,45,45,Human rights violations and political corruption in Mexico
db518b66-4b3d-4296-b989-d422cf757e9f,0,21,21,Bolstering citizen participation in security matters
f1bfbedb-a8ce-40b4-815d-ad8200a9db7b,0,9,9,Preserving and sharing endangered langauges 
70cdad0a-531e-480c-bbec-e8a72a857c09,0,9,9,Saving endangered southern Arabian languages
a9000cdb-d1fa-4ca0-8f96-8bbe3d94869d,0,21,21,Resources for governance and peacekeeping in South Sudan
56746660-5c43-4be3-a8b6-93c8d5d1f158,0,9,9,Developing systems for learning Tibetan 
cd92a0bc-d8f5-4d5a-ac21-2fd3546e7121,0,9,9,Promoting the importance of modern languages teaching
de392f42-c72d-460f-ae06-bcf476725fff,0,17,17,Dismantling teaching Prevent in schools because of negative impact on muslim communities
9ae98944-f9b3-48a9-81bd-778d8716860a,1,,36,
7b845e73-69bd-4fcd-a618-ba51f64e08fb,1,,36,
e2d35c14-3e15-43e5-94ad-1fa769a6d193,1,,36,
0a59e9ea-db3e-496c-8494-a9f9e63e2249,1,,36,
25d4d05c-2cd5-4719-9071-d658b758beab,1,,36,
ae3f771d-8889-445e-ab3a-c19e8b877aed,1,,36,
c65ad8bc-8b9e-42b5-99e0-406c47a51ed6,1,,36,
4354788e-a114-4edd-885d-c9c0c973e862,1,,36,
70fbc6e3-b460-4c87-b980-de8177314f54,1,,36,
25345569-de40-41bf-87ba-51ee97be22e7,1,,36,
1ac0e239-0319-4e31-87c0-763b538d148a,1,,36,
63460aff-4635-4913-9cef-c338f8d98d0e,1,,36,
48df20a8-126f-4cb2-a893-08e18de707e0,1,,36,
3f10242e-3ad5-46c0-a180-724c84f754fa,1,,36,
a2f1aeab-d278-40a6-92b6-c61b61987a37,1,,36,
d2d4a0ea-949b-4ded-bf53-c48e89c956fc,1,,36,Unsure if here or in teaching (7)
42637282-bfc2-4977-8b25-32b6d635e3d1,1,,36,
24da6c44-74c7-4d7b-9ff1-0486e099eaed,1,,36,
78e78725-6370-489f-b646-9fa13a664c72,1,,36,
3b1d3d35-a61b-4f4c-bfee-c5f262435bc0,1,,36,
dd35acca-99b4-469f-803e-a32eba21edb4,1,,36,
74eacb35-c540-45f4-a9b1-0873a3ec4664,1,,36,
e9bc4bb9-b0e6-4e0f-b98d-57f8b546f960,1,,36,
016fcd30-95fd-4556-bbd6-820b289b70e8,1,,36,
f7a66ddc-f684-4004-8070-11ecef8c663c,1,,36,
20e8488d-b805-4788-bba2-e5481a28a1a1,1,,36,
ab261221-ba55-4fa0-9323-efe2d8dc7358,0,11,11,This is about including film adaptations in curricula 
7b5a674a-1ea4-4ace-a881-9533398e903d,1,,36,
aa45afbf-11f5-44ec-871a-d5c00d39fe99,1,,36,
07e4d12b-067d-4210-b8fa-5dff9cc09001,1,,36,
1cd1903b-7936-4550-bfa6-62303e70fd5a,1,,36,
7d4ab0b9-7bb7-4d40-86ae-98de3228876a,0,76,76,This has much more heritage and literary engagement than just theatre performance
bae7b339-2e73-4abf-bb3b-2077010ff6e5,1,,36,
c50d0b67-c014-4ad5-9106-884718659bc2,0,10,10,This is television history exhibitions 
cc56e79a-bfb1-4b95-b7fe-4ab88185491f,1,,36,
d64041c6-3667-436c-9a39-552cfed158b0,1,,36,
cd358189-9c53-4b6e-9b55-e61432564007,0,10,10,This is about raising awareness of the history of disability through historical reserach and public engagement
5f12d8ac-ad1d-4ba5-86ee-6053480c3b84,1,,36,
c8f30541-8d98-4751-b2fe-dcac5281eebe,1,,36,
c4a9d146-c7fa-416d-8b68-42e1d1b9df98,1,,36,
c1a8a4f6-f5b6-4ca2-b93e-0adc60572b34,0,12,12,
03d43612-5258-4612-bda2-4e46777c7d3f,0,75,75,public engagement events
f0c8e962-7ca3-480d-9c43-eae55eaa56fb,0,12,12,
130cbc2f-3c9e-4234-810f-cc18a1670ddf,1,,35,
2e3c7a44-f4d5-4c22-a425-4ceb34e562d8,1,,35,
6953f4cf-7a08-4d80-906b-6c63f2692a1e,1,,35,
166fcb05-e969-486a-8a8b-d64e21815f27,1,,35,
935c1ffa-60ce-4754-a8f7-5a3f253d3c30,1,,35,
88202cf7-28fa-46c2-b5b1-d5eb43f02243,1,,35,
5b4541d5-2299-4a77-9ce1-0a63791cb5b5,1,,35,
dca55d4a-dda8-4fc6-ab7a-e6c1d82e2a6b,1,,35,
40ddb0e3-6f45-449c-9839-cf911916b1a7,1,,35,
658177b1-e15a-497e-b078-1b1303fc12b5,1,,35,
d392ab1b-4be5-4d20-a60d-6396aa1411ce,1,,35,
aa19ddd3-c8c1-419d-ac49-cbdaaca4c978,1,,35,
4cc5f44a-68e6-443b-b7bd-60ca7f19f146,1,,35,
f5bc2113-6ded-45ea-8a77-03731946f50d,1,,35,
9f8d51cb-077e-4a62-9639-b64defad9127,1,,35,
2207a1f6-1579-4fc5-8a5a-dc3ffecbb7c1,1,,35,
16f7ddaf-5f38-46e1-90f6-bc1e4d6b75ba,1,,35,
3b205d1b-b779-4db4-89d1-7bbc0daff48a,1,,35,
15413ac1-4b64-4baf-b4cb-9fb5e3b2cc87,1,,35,
2101eb5c-f368-4cba-bba0-9c7646fc43f5,0,21,21,toolkit for children to help reconcile cultural differences in post-conflict areas - cultural understanding (17)? 
58a741e7-9296-44a8-939d-353968f5161e,1,,35,
68fdafac-5733-45e0-bc04-00eb256773cf,1,,35,This is staying here with an expansion of the topic to include philosophy
5a23c523-d514-4250-a015-03d72ff6f97b,1,,35,
1b266891-7d47-4de1-9f83-bcac3eea8067,1,,35,
b71ff101-955e-45ca-a08e-f988a056ab5a,1,,35,
2c247d6d-4bd4-4203-9ec1-8aa89b6af56d,0,7,7,This might be a -1. A really nice casestudy
b212e3ca-8a5b-46bd-b633-c0989fc1e87b,1,,35,
1f03c03a-a5b5-4866-aa82-04558e385226,1,,35,
7c4d1403-9ae2-439a-985c-2936e6f48c56,1,,35,
a49f6cd4-531a-4a54-bb3e-2f43be79cb05,0,5,5,Living wage
09ea290e-1ca3-454a-8a1b-96a16f808c13,1,,35,
ad1bebfd-2a71-49a6-9df9-6cf21313cfc9,1,,35,
7a7cf6b9-b8c1-4767-9ba4-5cda70854891,0,39,39,Tackling hate crime and extremism
76af1b1d-5229-486e-b8a0-8de0c8a96275,1,,35,
49d3128f-63c0-426b-8322-87a8de4841b8,1,,34,
8cc53436-e0fb-48e3-8f7c-1d6284e43894,1,,34,
e17ef37e-4950-4b19-b8a0-3092ca1ddb64,1,,34,
04aaa485-c2f0-462f-b3dc-d68edcc23462,1,,34,
3be4ecd1-2fbb-48bf-af1a-e77b7c7e9936,1,,34,
d3b2eb02-89ff-458d-a3cd-9af7dbec1eee,1,,34,
76c877c4-32a1-4f4c-8cc1-c3054677a04a,0,1,1,Child witnesses - putting it in crime where the rest in this area are currently
6134ac6d-e4ef-4f94-8236-3b49db73fc1d,1,,34,
276854f7-f799-4dd7-a6dc-7c53a372e46e,1,,34,
838bd7eb-4872-422b-9836-f6517692271a,1,,34,
c49c8f3d-ed86-4551-a909-039a8a6ca4b5,1,,34,
2de76c7a-1485-4b1b-81ae-ed5c2df5316c,1,,34,
b47b8bda-a91b-4ad5-a12b-9cedaef7410e,1,,34,
1f84f02d-99be-47d5-bf44-b02a486f7b24,1,,34,
a1f74119-1dd5-4ed3-ab09-6599ff99377a,1,,34,
27108af7-1099-49b6-96fb-a74bd3231658,1,,34,
bd1ae131-2066-4d0e-bb5c-10da8da9accc,1,,34,
75d5084f-42d0-4df9-b1da-a4ad31ab9b61,1,,34,
8463f66f-33e2-42e2-8899-2c3b817f01e0,1,,34,
3f7ce746-8881-4cfd-b076-134b01d69bef,1,,34,
dbf09ced-3f2d-4430-8108-fea817eb761b,1,,34,
72d02922-0176-4e34-b427-50c446baca13,0,29,29,Inclusive education practices
0b76321a-896f-4a4a-8233-1ce3282238c2,1,,34,
788910d5-2dbe-4dba-8a52-12bec17b8092,0,25,25,"Deaf-related, see below"
