topic_id,cluster_id,ICS_Name,ICS_Link,ICS_Description
12,2,Improving Collection and Curatorial Practices at the National Museum of Ireland and Emphasising Social Value and Creativity in Older Irish Women,https://results2021.ref.ac.uk/impact/58ec82cd-4fbb-4c73-8a6c-ad27603b530f?page=1,"Sorcha O’Brien’s research on the history of the electrification of rural Irish homes and its effects on women’s lives led to an exhibition, ‘Kitchen Power’, at the National Museum of Ireland (NMI). The exhibition prompted developments in museological practice, and a change in emphasis for NMI Country Life from folklife to social history to include the late 20th century, a gap in its coverage. This change in emphasis included the acquisition of 16 of the mass manufactured domestic appliances on display in the exhibition (out of 51 objects in the exhibition in total), adding to the 8 already in the NMI collection. It also prompted conceptual developments among the NMI curatorial staff, particularly the integration of oral histories as part of new permanent displays. The changes to curatorial and acquisition practices highlighted engrained issues of communication between departments and led to the creation of a Head of Operations position in NMI Country Life’s organisation. NMI visitor numbers increased significantly during the ‘Kitchen Power’ exhibition, rising from a previous 5-year average of 13,532 in July and 15,560 in August, to 15,060 in July and 18,002 in August. As of February 2020, 73,426 people had visited the exhibition, and 22,748 visitors attended in the break between COVID-19 restrictions from June 2020-October 2020."
13,5,Detecting and improving the recovery of unpaid wages,https://results2021.ref.ac.uk/impact/517c3975-f9f2-4a6b-8c20-95b7f42b6ec4?page=1,"This research showed the scale of non-payment of wages, amounting to £3.1 billion annually. Findings led to employment rights policy through the ‘Good Work Plan’, regulating enforcement of entitlement to holiday pay, improvements to payslip entitlement, and greater efforts to pursue directors evading employment obligations. Improved enforcement directly benefited over 2 million of Britain’s lowest paid workers."
13,5,Improving our understanding of the National Minimum Wage to benefit low-paid workers in the UK and Ireland,https://results2021.ref.ac.uk/impact/5a4a748c-d19a-4d12-b224-0d303446a884?page=1,"Research exploring effects of the UK National Minimum Wage (NMW) on low-paid workers informed the Low Pay Commission’s recommendations to the UK Government to increase the NMW in 2014, 2015 and 2016, which were accepted in full. These measures raised the pay of around 1,000,000 workers by as much as GBP355 per annum."
13,5,Encouraging Women in the Scottish STEM Sector,https://results2021.ref.ac.uk/impact/ead8c583-0260-43f2-850b-dcdd25a0ce7d?page=1,"Research on barriers that prevent women progressing in STEM education and careers recommended holistic approaches to increasing female engagement, employment, and retention that directly influenced Scottish Government policies on education and employment. This research has also informed educational establishments such as The Open University and City of Glasgow College, where the proportion of women studying engineering rose from 4% to 28%."
14,8,"Animal welfare impact assessment, Brexit and sentience policy",https://results2021.ref.ac.uk/impact/10afeb5d-ac48-4c17-b7fb-7c032112b7a0?page=1,"This research has significantly influenced post-Brexit policy on sentient species in the UK. It has provided expert input into the founding of the ‘Better Deal for Animals’ (BDA) coalition, with membership of over 40 national and international UK-based NGOs. BDA has lobbied the UK government for animal welfare impact assessment and the establishment of an Animal Welfare Commission. A 2018 Parliament Petition received over 100,000 signatories, leading to debate of these matters. The Labour Party Official Opposition publicly supported an Animal Welfare Commission – as of July 2020 the implementation of sentience policy is still being decided."
15,7,Building global practitioner and organisational mental health services for traumatised children,https://results2021.ref.ac.uk/impact/ddab4bbc-511e-4f70-8558-e6161982a321?page=1,"This research supported mental health support for >44,000 children traumatised by war, displacement and abuse, globally. Researchers trained 1,200 front-line professionals in 14 countries to recognise trauma in children, implement psychosocial interventions, reduce stigma, and improve mental health and education. The research informed global policies and practices, including UNESCO trauma-reduction policies (2018, 2019) and The World Health Organization’s 2018 care guidance for one million children seeking asylum in the EU."
15,7,Cash + Care: Transforming HIV outcomes for adolescents in Africa through social protection.,https://results2021.ref.ac.uk/impact/b7c453f7-69bc-4b45-86a9-438482ce3d77?page=1,"Research demonstrating that combinations of social welfare, cash transfers, and caregiving support led to 50-70% reductions in HIV infection risk behaviours, such as transactional sex, reduced HIV infection risks and improved health for 2,000,000 adolescents across Southern and Eastern Africa. These findings have been directly translated into policy and service delivery for adolescents by USAID's President’s Emergency Plan for AIDS Relief (PEPFAR), UNICEF, UNAIDS, and national governments including South Africa, Kenya, Malawi, Mozambique, Zambia, and Zimbabwe."
15,7,"Domestic Abuse, Child Arrangements and the Family Courts",https://results2021.ref.ac.uk/impact/36d707ce-245f-41ec-b5c1-82334f90e684?page=1,"This research shaped the Domestic Abuse Bill 2020, including the ban on cross-examination of victims by their abusers in family court proceedings, and underpinned the UK Government Plan to improve family court protection for childre and victims of domestic abuse."
15,7,HIV policy formulation and prevention: driving the decision for and implementation of publicly-funded pre-exposure prophylaxis in Scotland,https://results2021.ref.ac.uk/impact/3e2cf197-8253-4882-9640-0186ae7fd2c7?page=1,"Researchers contributed essential data and understanding needed by Scottish policymakers to plan and fund pre-exposure prophylaxis (PrEP) for HIV prevention. In July 2017, Scotland became the first UK nation to fund PrEP on the NHS. In the first three years, 4,100 people received PrEP, reducing HIV incidence five-fold in men who have sex with men (MSM) with high risk behaviour. "
15,7,Preventing child abuse globally through research-driven parenting programmes,https://results2021.ref.ac.uk/impact/cf426347-1cb2-4320-afec-528ce840379d?page=1,"Researchers used randomized control trials in South Africa, Philippines, and Thailand to develop and test the world’s first evidence-based, non-commercialised, parenting programmes. Programs were estimated to have reduced cases of severe abuse by 81,000. The programmes are endorsed by the World Health Organisation (WHO), UNICEF, USAID, CDC, and the Global Partnership to End Violence Against Children. Over 3,000 local staff have been trained as parenting supporters, with programmes translated into 22 languages."
16,5,Abolishing Employment Tribunal Fees,https://results2021.ref.ac.uk/impact/32ef336d-b633-4d71-8398-a7ee3b99d519?page=1,"Economics and law research was instrumental in the UK Supreme Court's July 2017 ruling that employment tribunal fees introduced by the UK Government in 2013 were unlawful. This research provided the legal arguments underlying the court decision. Tribunal fees were abolished with immediate effect, affecting many thousands of potential claimants who had been deterred from bringing their cases before the courts. By September 2019, the Ministry of Justice had refunded more than £18,000,000 in illegally levied fees."
16,5,Shaping Policy Learning on Regulatory Reforms: Co-Creating the World Bank’s Global Regulatory Impact Assessment Awards,https://results2021.ref.ac.uk/impact/e7ca1138-c01b-495e-a30c-e76df3c8150d?page=1,"Building capacity for better regulation is an important aspect of global development. To encourage bottom up innovation in regulationm UK researchers started the Regulatory Impact Assessment (RIA) Awards together with the World Bank. The RIA Awards represent an international learning platform, assisting policymakers in 45 developing and transition economies to share and diffuse models of best practice."
17,8,Creating Historical and Cultural Recognition of the British Mosque,https://results2021.ref.ac.uk/impact/d6aa3c55-8703-45d6-af6d-2f8537c9325c?page=1,"This research contributed to the recognition of several mosques by Historic England, protecting them for future generations, and integrating the architectural contribution of British Muslims into the narrative of British culture and heritage. The announcement of this Grade Listed status resulted in over 30 press articles around the world. A Ramadan Pavilion designed by Shahed Saleem was the headline installation for the V&A’s London Festival of Architecture 2021 which focused on mosque architecture. Prior to this collaboration, the history of the mosque in Britain was not represented in the V&A’s collections or programming. The Muslim Council of Britain has credited this research and its outcomes with consolidating a place for British Muslims in the history of the nation and with providing a sense of legitimacy and belonging in public discourse."
17,8,Redefining Islamophobia and Influencing anti-Muslim hate crime policy in Britain,https://results2021.ref.ac.uk/impact/d2dc9552-25e7-45dd-80d7-eb03a12fb967?page=1,"Professor Awan’s work with Tell MAMA was directly used by the All Party Parliamentary Group on Islamophobia to address the threat of online Islamophobia, and Awan has informed various other committees. This research informed social media guidelines and current policy and legal guidance in relation to racial and religiously aggravated hate crime. Awan provided training for practitioners to implement case management, recording, and reporting. The training enabled Tell MAMA to find hard-to-reach groups and support them to report Islamophobia online. These tools have been accessed by 100 mosques across the UK. Further training for Faith Associates has resulted in changes in policies and strategies, that has enabled over 200 mosques and imams to have a greater understanding of how to effectively report Islamophobia. Research contributed to the Government’s National Hate Crime Action by presenting arguments for further funding to secure buildings from attacks. The Home Office allocated £1.6 million over 3 years for the protection of faith institutions. Awan has been commissioned by the government to establish a new working definition for Islamophobia which is now officially adopted by over 800 organisations"
18,7,Implementing Gender Sensitive Reforms in Parliaments: creating a more diverse and inclusive UK Parliament,https://results2021.ref.ac.uk/impact/6b5a23bb-262c-4286-a56b-4f588e6df6f1?page=1,"Research led to The Good Parliament Report in 2016, following a 6-month House of Commons secondment. With its 40+ recommendations, the Report has driven extensive and unprecedented institutional change including the adoption of new gender and diversity sensitive formal parliamentary rules and practices, including a permanent change to the House of Common’s Standing Orders regarding proxy voting."
19,8,Breaking the impasse on global reparations for Afrikan enslavement,https://results2021.ref.ac.uk/impact/3512eb23-5460-4b6c-8b9f-1d564c0437c2?page=1,"Based on this research, the International Network of Scholars, and Activists for Afrikan Reparations (INOSAAR) has broken an impasse between activists and academics over reparations for transatlantic trafficking of enslaved peoples. INOSAAR has built trust between stakeholders in Europe, the Americas, and the Afrikan continent, and is the only group to have members of civil society and grassroots academia on the platform. It has developed a global community of over 30 member organisations committed to the shared Principles of Participation. INOSAAR has brought about a global declaration, the Porto-Novo Declaration, calling for the active participation of Afrikan states in the reparations movement. In the UK, INOSAAR influenced the discussion of reparations policies in the UK, resulting in Bristol, Lambeth, and Islington Councils passing motions on Atonement and Reparations for the United Kingdom’s Transatlantic Traffic in Enslaved Africans. "
20,1,Applied Theatre for Children in Hospital,https://results2021.ref.ac.uk/impact/454a323a-c72e-4eac-82c1-079facdd72d5?page=1,"Over 4,000 children at Birmingham Children’s Hospital and Heartlands Paediatrics NHS Trusts have been reached through 1:1 bedside performances."
20,1,"‘Taking Care’: Enhancing UK nursing training using mixed-methods drama research to reconceptualise, teach and promote embodied ‘care’ in clinical interactions",https://results2021.ref.ac.uk/impact/73dbc3bb-1e89-40d3-bb77-8a51e505297e?page=1,"Project has helped nursing educatiors at 16 HEIs integrate resources for ethical care, ethical communication skills, and workplace empathy into the nursing curricula, benefiting 2,500 nursing trainees."
21,8,Case Study 1: Constitution-Making as a Tool for Ending Conflict and Supporting Peace Processes,https://results2021.ref.ac.uk/impact/a97c36d3-917e-4c24-ad23-cc096ab60f53?page=1,This research mapping the connections between peace processes and constitution-making informed more effective peace processes around the world. This research supported peace processes (2013-2018) to end conflict between the Ethiopian Government and the Ogaden National Literation Front (ONLF) by supporting the ONLF to represent the international self-determination law and the Ethiopian constitution as linked rather than in opposition. The research was also used by both the Colombian Government and Revolutionary Armed Forces of Columbia (FARC) to reach a peace agreement. The research was used for sub-state constitution drafting in meetings of Ethnic Armed Organisations (EAOs) during Myanmar’s complex transition from authoritarian to democratic state.
21,8,Countdown to Annihilation: Shifting the global discourse on the genocide of the Rohingya,https://results2021.ref.ac.uk/impact/3edc62c6-9fe3-42c5-a0dd-e774ea7ed75c?page=1,"The International State Crime Initiative’s (ISCI) research influenced offices of the UN which had initially resisted any ‘genocide determination’ to recognise the persecution of the Rohingya as ‘genocide’. The researchers briefed and worked closely with the UN Fact Finding Missions (FFM) on Myanmar in 2018, and the ISCI report is cited in the FFM recommendation of ‘genocide’ recognition. The ISCI advised The Gambia’s legal team in The Gambia’s Genocide case against Myanmar before the International Court of Justice. NGOs, such as the Burmese Rohingya Organisation UK, have testified that the ISCI’s work in supporting the recognition of ‘genocide’ status has empowered them to speak out on behalf of the effected minority groups to raise awareness. The ICSI worked with global media to encourage the use of the terminology of ‘genocide’ in reporting on atrocities against the Rohingya. They briefed journalists and organisations, leading to widespread change to terminology by media organisations including CNN, Nikkei Asian Review, LA Times, and TIME. Sky News Television, who won a BAFTA Award for their Rohingya coverage, cited the fundamental importance of the ISCI research input. "
22,4,"The development of the Life Market, a global capital market for transferring longevity risk.",https://results2021.ref.ac.uk/impact/faf02d9f-dd36-40ba-a06a-984f89e2e03e?page=1,"The Life Market (LM) is a major new global capital market for transferring longevity risk from corporate pension schemes to reinsurers and capital-market investors. Mortality forecasting models together with longevity bonds and swaps, designed by UK researchers, have been integral to operating LM. To date, one $50M longevity bond, 61 UK longevity swaps (worth £105bn), and seven Dutch longevity swaps have been executed. This contributed to a reduction in the prices reinsurers charge clients by 1% and created industry savings of £1B. The reduction in risk benefits pension scheme members who now have greater confidence that their pensions will be paid in full."
22,4,Designing auctions to improve central bank operations,https://results2021.ref.ac.uk/impact/6f26a336-0c54-4e8b-bcc6-64e2060d285f?page=1,The Bank of England’s Indexed Long-Term Repo (ILTR) operation has become a key policy tool for the Bank of England to ensure sufficient liquidity for the financial system at times of stress. It is based on economic research on auction design and has been implemented and tested together with researchers. The design has led to practice changes in other central banks.
22,4,New approaches to forecasting financial markets,https://results2021.ref.ac.uk/impact/fea17d20-7873-4b01-83b5-1cc609367b7a?page=1,"Forecasting Financial and Currency Markets: New forecasting models have changed key practices in both private and public sector decision making and have been used by Bank of England, the European Central Bank and major asset management companies"
23,2,"Diversifying the global conversation about Modernist history and architectural heritage: using research to achieve UNESCO World Heritage Site status for Asmara, Eritrea",https://results2021.ref.ac.uk/impact/da4448ce-bb16-4561-87c8-9aca821d0477?page=1,"Researchers digitised and documented over 80,000 unique modernist architectural drawings, maps, and buildings in Asmara, the capital of Eritrea. This work resulted in a UNESCO Nomination Dossier, allowing Asmara to become inscribed on the World Heritage List."
23,2,"Revealing Hidden Cities: using augmented reality and geo-locative media to enhance heritage preservation, tourism experience, and historic site management",https://results2021.ref.ac.uk/impact/b5154015-defc-406e-81eb-c24528a87fa2?page=1,An award-winning app developed with UK art history scholars allows visitors to experience what the places they are visiting would have been like in Renaissance Florence as they tour the city.
23,2,"Historic Landscape Research: supporting landscape planning and management, shaping policy, and creating new capacity for historic character assessment",https://results2021.ref.ac.uk/impact/3ad7db81-8ebc-4558-89f1-632f2a611c97?page=1,"Research on historic landscapes, particularly the use of a new context-based and non-site approach to the management of landscape heritage, influenced how a number of institutions created policy and implemented guidelines for practice around the world. This included providing an official method for the environmental assessment of all new major roads in the UK 2007-2019, and for projects like High Speed 2 (HS2) and airport expansions. Local authorities like Historic England, the Marine Management Organisation, and Natural England have used research datasets to inform planning for heritage management. Related guidelines have been developed in many other countries, including Belgium, Ireland, the Netherlands, Spain, and Turkey. This has been reinforced through tailored training for early-career landscape professionals, enabling these heritage protection practices to be implemented in Brazil, China, Italy, Spain, and Turkey. "
24,8,‘Human Rights are Digital Rights’: Humanizing the Internet,https://results2021.ref.ac.uk/impact/c39a7c40-ba6b-41bb-85fb-791112ae7f29?page=1,"This research on internet policy-making processes has led Professor Franklin to lead the Internet Rights and Principles Coalition (IRPC). Since 2014, the IRPC has contributed to official recognition that there is a fundamental relationship between online information, communication technologies, and human rights. IRPC information has informed internet governance at the UN, in Europe, Cameroon, Brazil, Latin America, the Middle East, and North African regions. In 2014, the IRPC Charter was cited as a best practice document by the European Agency for Human Rights. In 2014, the Council of Europe published the Guide to Human Rights for Internet Users modelled on the IRPC Charter Booklet. The IRPC Charter continues to hold influence on public debates and government policies. In 2019, Sir Tim Berners-Lee, Director of the World Wide Web consortium and founder of the World Wide Web Foundation, cited the IRPC Charter as a source in his Contract for the Web, a manifesto calling on governments, organisations, and individuals to ‘safeguard [the internet] from abuse and ensure it benefits humanity’. The Contract for the Web is backed by over 150 organisations. "
24,8,Cloud Legal Project- Responding to the Challenges of Disruptive Technologies,https://results2021.ref.ac.uk/impact/a5a31d78-7eba-4ea1-b943-09a5f348803f?page=1,"This research led to the launch of the Cloud Legal Project (CLP) in 2009. CLP identifies legal and regulatory issues with the Cloud. The CLP's work was the first legal research focused entirely on the Cloud, and was funded by Microsoft, Hewlett Packard, and the European Commission. It has enabled the development and implementation of legal and governance structures for Cloud Computing services to solve legal uncertainties. These legal governance structures have allowed users to negotiate better terms from Cloud service providers, such as the changing of standard terms to better reflect the needs of organisations including 1,000 UK tertiary education and research institutions. CLP research has also been used to draft European Commission legislation that enables criminal investigations by allowing access to Cloud data. "
25,5,The RIX Wiki; Multimedia advocacy for young people with learning disabilities ,https://results2021.ref.ac.uk/impact/ec9c0308-d585-47f5-b12f-98886eabc0d9?page=1,"Researchers pioneered multi-media advocacy via “The RIX Wiki'' software tool, which directly addresses inequalities faced by people with Learning Disabilities. This tool enabled them to communicate their views, wishes, aspirations and preferences to ensure improvements in the services they receive."
26,10,Accelerating decarbonisation of the GB Whole Energy System through governance reform,https://results2021.ref.ac.uk/impact/acf019c7-b442-4f20-8072-5dd0b4a32dc5?page=1,"This work produced policy reccomendations for decarbonising GB's energy system that influenced the Competition and Markets Authority (CMA) to identify how current governance arrangements are damaging the energy market. It also supported the CMA, Department for Business, Energy and Industrial Strategy (BEIS) and regulator Ofgem to change the system of industry codes to increase opportunities for green energy innovators. Researchers also recommended a revised governance framework for the regulation of the GB whole energy system, prompting BEIS and the National Infrastructure Commission (NIC) to use this as a basis for evaluating future institutional change and inspired the creation of a “fourth principle” for energy policy: the agility principle, introduced by the BEIS Secretary of State in 2018."
27,2,Agincourt 600,https://results2021.ref.ac.uk/impact/7258378a-a1ff-4ee4-84c8-bd3655a067ed?page=1,"Historian-led event to commemorate the 600th anniversary of the battle of Agincourt: 100 projects, including concerts, plays, educational resources, and exhibitions commemorating the battle and its place in British history were commissioned and attended by over 500,000 people."
28,8,Humanitarian Journalism: Improving Crisis Reporting for More Effective Humanitarian Response,https://results2021.ref.ac.uk/impact/7b5e9ce8-01e8-496e-aa09-c85b1b4b2f3c?page=1,"The research contributed to a re-evaluation of The New Humanitarian (TNH), a key media news source for policymakers and the humanitarian aid sector. These changes led humanitarian agencies to pay attention to ‘forgotten crises’, leading to action that would otherwise not have been offered. Most notable is the TNH’s reporting on the ‘overlooked’ March 2018 Yazidi healthcare crisis in Iraq. This reporting resulted in immediate action from the UN migration agency and Doctors Without Borders, among others. By the end of 2018, the main hospital serving the Yazidi minority had been moved to a safer and better-equipped facility and acquired new ambulances. TNH doubled their citation of ‘local experts’ in coverage between 2015-2017 and increased the proportion of ‘investigative’ or ‘campaigning’ journalism in their outputs. This helped humanitarian professionals develop policies that address the most urgent challenges in remote crises. For example, a 2018 TNH investigation into alleged chronic corruption in the UN’s resettlement process in Sudan caused the UN’s refugee agency to suspend resettlement operations there subject to further review. TNH’s reformed reporting has impacted the aid sector at an institutional level. For example, Amnesty International, Human Rights Watch, and others have used TNH as a source when lobbying the UN Human Rights Council for an inquiry into abuse against the Rohingya. "
28,8,Visual Media Literacy for Combating Misinformation,https://results2021.ref.ac.uk/impact/f2d5ec4e-708b-4b07-9e6f-a835b17402cd?page=1,"The Visual Social Media Lab (VSML) carried out a number of impact activities, culminating in the ‘Questioning Images’ (QI) resource. QI has underpinned election-related media literacy campaigns in Canada and Colombia in 2019. These activities reached ~9,000 teachers and 1.2 million pupils in Canada (70% of all schools in Canada), and 199 school and 76,000 pupils in Colombia. The VSML also responded rapidly to COVID-19 misinformation, producing a teacher’s guide which trained 80 schools in Manchester, reaching 1,600 pupils. "
29,3,The Pupil Premium Toolkit: Evidence for Impact in Education,https://results2021.ref.ac.uk/impact/efda03e1-b57a-417b-b97d-72cd0d99529d?page=1,"The Pupil Premium Toolkit is a synthesis of research from 200 systematic reviews, meta-analyses, and quantitative studies and provides a resource for schools on improving outcomes for learners, particularly those from disadvantaged backgrounds. It guides the work of the Education Endowment Foundation (EEF) and its funding strategy for the £200 million being spent over 15 years to reduce inequalities in school outcomes in England."
30,2,Negotiating conflict through socially engaged art and architecture,https://results2021.ref.ac.uk/impact/ff83729c-9d79-41e8-a9f9-bb0be6c401d1?page=1,"Dr. Hafeda’s work on social art practice has produced long-term benefits to communities in London (2014-present), Portugal (2017-present), and Lebanon (2019-present). The ‘Shop of Possibilities’ (SoP), an art- and play-space commissioned by the South London Gallery (SLG) improved the development of 484 children, provided training for education professionals, and employment opportunities. The SoP was cited as best-practice in an independent report advising the Greater London Authority, garnering an additional £873,299 investment for the project. Hafeda’s work with Roma communities in Portugal inspired new community-led mediations to improve community relations. Hafeda’s work has inspired artists and curators working with marginalised communities elsewhere. For example, social artworks commissioned in marginalised communities in Rio de Janeiro, Brazil, and for refugee children in Lebanon on the Syrian border. The projects have helped develop social and creative skills among 696 children, young people, and adults, empowering them to assert their rights and opinions by contributing to permanent social infrastructures. "
31,2,Blood and Money: Contested cultural histories ,https://results2021.ref.ac.uk/impact/0460b480-23c9-4e46-91a3-36ce1e694eef?page=1,"Two major exhibitions hosted by the Jewish Museum in London, Blood: Unities & Dividing (2015/16) and Jews, Money, Myth (2019), influenced prominent collectors to open their collections and loan items to help change public understanding of Jewish history and cultural identity. Blood attracted over 11,000 people, sold over 600 exhibition books, and generated thousands of pounds in revenue. Its unprecedented acclaim created the demand for it to tour to the Galicia Jewish Museum, Krakow where it attracted more than 30,000 visitors, the most a tour exhibition has ever attracted to that musem. It then travelled to the POLIN Museum for History of Polish Jews, Warsaw, where it attracted 45,000, making it the most popular temporary exhibition the museum has ever hosted. It was covered in 628 media pieces, with an advertising value of around £1.1 million. Jews, Money, Myth reach 290 million people through media, and attracted 22,000 visitors. It won the Museums Association ‘Museums Change Lives’ award in 2019 for its impact on public understanding at a time of rising antisemitism. The responses to these exhibitions inspired Birkbeck University to develop a short course on identifying and tackling antisemitism, ‘Facing Antisemitism: Politics, History, Culture’, which was used by major institutions including the Labour Party. "
32,9,An app that is improving the quality of life of patients suffering with visual field defects after brain injury,https://results2021.ref.ac.uk/impact/b7366a90-d5f7-497d-86f3-8c3eaef6076c?page=1,"Durham Reading and Exploration (DREX), a computerised training for the rehabilitation of brain injury related visual field defects, has been converted into an app to maximise accessibility and effectiveness. After implementing a consultation process with NHS professionals, patients and carers to address perceived barriers to use (e.g., tablets being a better technology for people with limited technical experience), the team developed a multiplatform app to improve the reach of this rehabilitation aid. At the time of ICS, the app has over 2,250 individual users, primarily in the UK but also in the USA, Malaysia and New Zealand. Interest in DREX increasing – it is now listed in the British and Irish Orthoptic Society's list of available rehabilitation options. DREX is also now being repurposed for other uses, such as clinical teaching in Malaysia. "
32,9,Making music with brain signals to improve the quality of life of severely motor-impaired individuals ,https://results2021.ref.ac.uk/impact/7f3d0570-0cf2-4e46-8c5c-1c1d9f67fad5?page=1,"Brain-Computer Music Interface (BCMI) technology allows a person or group of people suffering from severe motor impairment to create and perform music together, significantly benefitting their mental health and wellbeing. Paramusical Ensemble, a documentary of the preparation and performance of ‘Activating Memory’ by the initial trial group, won Best Documentary at the BioFiction Science Art Film Festival in 2019, and was screen across the globe, with 104,000 views on Vimeo alone in December 2020. The ICS produced a film for the series ‘Defiant Pioneers’, showcasing the work of Rosemary Johnson, a former violinist of the Welsh National Orchestra, paralysed in a car accident. The documentary was aired during the advert break of the season finale of Game of Thrones, attracting 12,100,000 viewers. Johnson received an MBE for her services to music using the BCMI technology. "
34,9,Advancing multimodal evidence-based treatment of ADHD worldwide,https://results2021.ref.ac.uk/impact/0b76321a-896f-4a4a-8233-1ce3282238c2?page=1,"The ADHD research programme at the University of Southampton has generated the most rigorous body of evidence synthesis available worldwide on the treatment of ADHD. This research has informed international clinical guidelines, including those adopted by the American Academy of Paediatrics (67,000 members), European guidance for ADHD management during the pandemic, and the World Federation of ADHD's (2,000 members) guidelines. This research has also benefited patients (e.g., from ADHD Europe, including 28 organisations from 23 countries). It informed the development of a parent training strategy, the New Forest Parenting Programme (NFPP), that has been included in guidelines and recommendations both nationally and internationally. "
35,2,The Alevi Religion and Identity Project,https://results2021.ref.ac.uk/impact/3b205d1b-b779-4db4-89d1-7bbc0daff48a?page=1,"The Research and Identity project found that the Alevi community’s social invisibility negatively impacted their sense of belonging in school and in wider society. Researchers, working closely with Alevi groups elsewhere, such as the Alevi Federation in Turkey, developed educational resources and training to facilitate the teaching of Alevism in UK schools. These materials can be accessed for free online, and the education site was accessed 23,874 times as of July 2020. The educational resources, particularly those describing Alevism, were vital supporting evidence in the community’s 2015 application to be officially recognised as a religious charity, denoting state-recognition of the religion. Researchers designed the first comparative survey that would provide empirical data about the community, map Alevi settlement in the UK, and describe the community and their transnational connections. Data collected in this survey has allowed an estimate of the size of the UK Alevi community, and ‘Alevi’ was included in the 2021 national census as a distinct religious group. This research has done much to redress the exclusion felt by Alevis from communities and institutions in the UK. "
36,1,Innovating in the Production and Exploitation of Shakespeare Screen Adaptations with the Royal Shakespeare Company,https://results2021.ref.ac.uk/impact/3f10242e-3ad5-46c0-a180-724c84f754fa?page=1,"Based on research about bringing theatre to the screen, the “Royal Shakespeare Company Live from Stratford-upon-Avon” project has broadened public access by bringing performances of the RSC to the screen, including during the pandemic. The project reached over 1 million viewers, including ~376,000 UK secondary education pupils."
36,1,"Increasing knowledge and awareness of Black British theatre, film and television",https://results2021.ref.ac.uk/impact/3f10242e-3ad5-46c0-a180-724c84f754fa?page=1,"Research on transnational Black British theatre increased knowledge and awareness of the historical contributions made by artists of African and Caribbean descent to British theatre, film and TV via an award-winning 10-part BBC Radio 4 documentary. Additionally, work with the National Theatre has restored and preserved the historical and contemporary work of Black playwrights and practitioners in the UK by documenting their contribution to British theatre’s historical record within the publicly accessible digital Black Plays Archive."
37,8,"‘Here to Stay’ - Influencing policy, improving public services for Eastern European migrant young people and informing public debate and attitudes to migration",https://results2021.ref.ac.uk/impact/d25d0e7c-de58-480b-88dc-80c67992943f?page=1,"Research has shown that young people born in Central and Eastern Europe who have settled in the UK are disadvantaged in rights and opportunities, particularly in access to education and support services. Working with over 1,500 of these young people, this research developed a programme of training, policy, and community activities. Events and training materials highlighted youths' understanding of their experiencing and barriers to participation in society, foregrounding discrimination and loss of rights after Brexit. This training has been accessed by over 5,000 individuals working in key services (education, social work, police, voluntary sector). The research informed social media campaigns, such as @MigrantYouth on Twitter (#heretostay #migrantyouth #migrantsrights), Instagram and Facebook. There has also been significant news coverage, such as the LSE Brexit Blog (overall monthly readership of 790,000) and Channel 4 News, where the story was viewed more than 50,000 times. "
37,8,Language for Resilience: A global programme of language learning for refugees and migrants,https://results2021.ref.ac.uk/impact/d6af245a-3e0a-4736-907d-47f8f390ee4c?page=1,"This research has created a global programme of language learning initiatives, ‘Language for Resilience’, supported by the British Council. These initiatives have been developed with partners across the Middle East, Sub-Saharan Africa, and Latin America. The principles of this research are used to design and support language teaching programmes which employ trauma-sensitive methods of language learning to build resilience in refugee settings. This has changed how governments, major funding organisations (e.g., the British Council), and NGO’s (e.g., Mercy Corps) approach teaching practices in conflict and post-conflict settings. For example, Mercy Corps in Iraq drew on the pre-existing cultural practices of language teachers and multilingual pedagogies to delivery identity-affirming language programmes to Arabic-speaking displaced people from the south of Iraq, Kurdish-speaking refugees from Syria, and Kurdish-speaking host community students from Kurdistan. The British Council invited researchers to write a FutureLearn Massive Open Online Course: Migrants and Refugees in Education: A Toolkit for Teachers, that reached 7,411 learners in over 130 countries in its first two runs. "
37,8,The Searchlight Archive and British Extreme Right Culture,https://results2021.ref.ac.uk/impact/5c7d10cb-9a5f-4c9e-bce9-e2b6c977e142?page=1,"Dr. Paul Jackson’s research on the extreme right has provided guidance for combatting far right extremism in Britain to professionals, organisations, and the wider public. His main work in based on analysis of historical materials of the Searchlight Archive which documents such extremism since the 1960s, collated by the anti-fascist organisation Searchlight, and available to the public since 2013 through the University of Northampton. This historically informed research was used to create Continuing Professional Development (CPD) tools for institutions and organisations supporting anti-fascist and anti-racist campaigning, such as city councils. The team also contributed to a digitisation project with Gale Cengage (2018-present) to make Searchlight accessible online and raised £10,000 in royalties for Searchlight to put towards its campaigns. The research also contributes to ongoing analysis of developments in extremism for Janes' Terrorism and Insurgency Centre, as well as national and international media outlets to raise public awareness. "
