funder,id
MRC (Clinical trial of gene therapy for the treatment of Leber congenital amaurosis),1371
Moorfields Eye Hospital Special Trustees ,1372
Scottish Prison Service,1373
FLUORON GMBH (GERMANY),1374
Kent Cancer Trust,1375
Venomtech Ltd,1376
Technology Strategy Board/BBSRC (now InnovateUK),1377
Technology Strategy Board (now InnovateUK),1378
Johnson Matthey-Davy Technologies,1379
PURAC Biochem BV (now Cobion Purac),1380
Synetix (now Johnson Matthey),1381
National Nuclear Laboratory,1382
AKL RESEARCH & DEVELOPMENT LTD (UK),1383
CHILDWICK TRUST,1384
CODEXIS (USA),1385
ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST (UK),1386
THE ALKAPTONURIA SOCIETY (UK),1387
WELLCOME TRUST (UK),1388
BioMarin Pharmaceutical Inc.,1389
Katherine Dormandy Trust,1390
Clasado,1391
2) Engineering and Physical Sciences Research Council,1392
3) Engineering and Physical Sciences Research Council,1393
European Commission - FP7 - European Research Council,1394
Department of Education Northern Ireland,1395
Engineering and Physical Sciences Research Council ,1396
British Broadcasting Corporation,1397
S4C,1398
Action on Hearing Loss,1399
Swansea University,1400
G1: World Bank,1401
ART360,1402
USAID,1403
British Institute at Ankara (BIAA),1404
MUPI (Museum-University Partnership Initiative),1405
The National Trust,1406
ARTS AND HUMANITIES RESEARCH COUNCIL (AHRC),1407
CISCO,1408
Good Things Foundation,1409
THE NUFFIELD FOUNDATION (UK),1410
Shell,1411
ADNOC (Abu Dhabi National Oil Company),1412
Dawes Centre for Future Crime at UCL,1413
Newton Fund ,1414
UKIERI ,1415
Society for Educational Studies,1416
South Korean Global Research Fund,1417
Richard Benjamin Trust,1418
The Football Association,1419
University of Birmingham,1420
Social Science and Humanities Research Council of Canada,1421
MOTOR NEURONE DISEASE ASSOCIATION,1422
Met Office,1423
1) Diabetes UK,1424
2) Diabetes UK,1425
3) Diabetes UK,1426
 Andrew Mellon Foundation,1427
 Parasol Foundation,1428
 British Academy,1429
 Subject Centre for Philosophical and Religious Studies,1430
 Higher Education Academy,1431
 Leverhulme Trust,1432
EPSRC Fellowship (Established Career),1433
Royal Society Wolfson Fellowship,1434
Investigator award,1435
Responsive mode,1436
Royal Society/Leverhulme,1437
Trust Senior Research Fellowship,1438
Leverhulme Trust Research Leadership Award,1439
Responsive,1440
Pfizer Inc USA,1441
Agouron Pfizer,1442
Commonwealth Scholarship Commission,1443
Ministry of Education of Malaysia,1444
BBSRC LIDo,1445
British Academy/Leverhulme Small Research Grants,1446
Broderick Bozimo & Company Law Firm,1447
The Home Office,1448
Scottish Funding Council ,1449
Scottish  Enterprise ,1450
Max Planck Institute for Evolutionary Anthropology,1451
G3.1) Science and Technology Facilities Council (STFC) ,1452
G3.2) Innovate UK ,1453
G3.3) Innovate UK ,1454
G3.4) European Regional Development Fund (ERDF) ,1455
"G3.2) Department for Education, UK",1456
G3.3) Gatsby Charitable Foundation ,1457
G3.4) Rothschild Foundation ,1458
G3.5) Education and Training Foundation,1459
INTERREG NWE,1460
Remuneration Board of the Welsh Parliament,1461
EU Cultural Grant,1462
European Commission Research Executive Agency,1463
Home Office UK,1464
Northern Rock Foundation,1465
FIFPro,1466
EU Funding,1467
Diversity Works for London ,1468
London Development Agency,1469
Government Equalities Office ,1470
GAMA Ltd,1471
1) World Health Organisation,1472
5) Wellcome Trust,1473
Rowsell Wright Limited,1474
The Highways Agency,1475
Charter Housing Association Ltd,1476
HEFCW,1477
Healthcare Quality Improvement Programme,1478
"Scottish Office: Agriculture, Environment and Fisheries Dept",1479
Commercial,1480
Chartered Institute of Library and Information Professionals,1481
Big Lottery Fund via Barnardo’s,1482
"The Executive Office, NI",1483
Royal Irish Academy,1484
Meningitis Research Foundation,1485
Meningitis UK,1486
"National Vaccine Program Office, United States Department of Health and Human Services",1487
Thrasher Research Fund,1488
EDCTP,1489
Innovative Medicines Initiative,1490
NIHR GSTT BRC,1491
Healthcare Quality Improvement Partnership,1492
European Commission  2020,1493
Royal College of Physicians,1494
Stroke Association,1495
 Paul Hamlyn Foundation,1496
 Esmée Fairbairn Foundation,1497
Wellspring Advisors LLC,1498
Procter & Gamble,1499
UK Government,1500
Durham University,1501
ONE-North East,1502
European Science Foundation,1503
HFSP,1504
Leverhulme,1505
"Chief Scientist’s Office, Scottish Government",1506
Edinburgh and Lothian’s Health Foundation Trust and the Heart Diseases Research Fund,1507
UK Food Standards Agency ,1508
Scottish Universities Insight Institute,1509
Department of Education and Skills,1510
ERDF,1511
European Commission (via WEFO),1512
European Commissions,1513
"G3.1) Department for Education, UK",1514
G3.3) BookTrust ,1515
"G3.4) Department for Education, UK",1516
Cascade Technologies Ltd,1517
AWE Technical Outreach Programme,1518
UK Defence Science and Technology Laboratory (DSTL),1519
Airports Commission,1520
HM Revenue and Customs,1521
Tourism Respect,1522
National Decommissioning Centre (NDC),1523
John Templeton Foundation,1524
UKRI Global Challenge Research Fund Network Plus Grant,1525
UNICEF Research Consortium on Education and Peacebuilding (RECEP).,1526
UNICEF East & Southern Africa Regional Office (ESARO),1527
Economic & Social Research Council (ESRC),1528
United Nations Children's Fund (UNICEF),1529
"UNICEF Eastern and Southern Africa Regional Office, Nairobi",1530
European Trade Union Committee for Education (ETUCE),1531
Education International,1532
A2Dominion,1533
South West Water,1534
 Environment Agency,1535
 Exmoor National Park Authority,1536
 Natural England,1537
 NERC,1538
EU Innovative Medicines Initiative,1539
GAVI,1540
National Institute for Public Health,1541
Pneumo ADIP,1542
Sheepdrove Trust,1543
Bringing Hope,1544
Public Health Northamptonshire,1545
Conservation Foundation,1546
Kairos WWT,1547
Lloyds TSB,1548
MQ Mental Health Research,1549
Dialog Semiconducter,1550
Health Education England,1551
H2020,1552
National Blood Service (NHS Blood & Transplant),1553
Haemonetics Corporation,1554
Medical Research  Foundation,1555
"University of California, San Francisco",1556
World Health Organisation,1557
Worldwide Antimalarial Resistance Network,1558
BBSRC ZELS,1559
Bill & Melinda GATES Foundation (University of Georgia),1560
"WHO, World Health Organisation (Ghent University)",1561
BBSRC GCRF Impact Acceleration Account Extension Award 2017,1562
Research England Connecting Capability Fund (CCF),1563
"Primary Science Teaching Grant (TAPS1, TAPS2, TAPS3 and PhD studentship)",1564
Education Endowment Fund and Wellcome Trust (Focus4TAPS),1565
Canadian Social Sciences and Humanities Research Council,1566
King’s College London,1567
"Dawe Charitable Trust, UK",1568
"Economic and Social Research Council (ESRC), UK",1569
"Natural Environment Research Council (NERC), UK",1570
"Lloyds of London, UK",1571
"Foreign & Commonwealth Office, UK",1572
"American Water Works Association Research Foundation and Participating Utilities, EPSRC, ESRC, NERC, Defra, Yorkshire Water Services Limited",1573
Esmée Fairbairn,1574
Norwegian Grants Fund for Youth Employment,1575
University of Edinburgh,1576
Economic & Social Research Council ,1577
Plum Products Ltd,1578
G1: Middlesborough Mind,1579
G2: Girlguiding UK,1580
Dominic Scriven OBE,1581
Higher Education Funding Council for England (HEFCE) now Research England,1582
The Royal Economic Society,1583
The Committee on Climate Change (CCC),1584
National Natural Science Foundation of China (NSFC),1585
Chinese University of Hong Kong ,1586
Forestry Commission,1587
Research Society for Victorian Periodials RSVP,1588
Association for Journalism Education,1589
Carnegie Collaborative Research Grant,1590
Norges Bank,1591
HSBC,1592
Lloyds of London,1593
City of London,1594
World Wide Fund for Nature,1595
Arts Council England (ACE),1596
Friends Provident,1597
European Union Horizon 2020,1598
Green Port Growth Fund,1599
"Ministry for Housing, Communities and Local Governments",1600
Economic and Social Research Council - GCRF,1601
National Lottery Heritage Fund (HLF SW),1602
New Zealand Department of Conservation,1603
Maungatautari Ecological Island Trust,1604
 Natural Environment Research Council,1605
Taronga Conservation Society Australia,1606
UK Energy Research Centre,1607
GMCA,1608
Uppsala University,1609
G1: Department for International Development,1610
G2: Economic and Social Research Council,1611
 Department for International Development,1612
G3: Department for International Development,1613
ESRC IAA Impact Fund,1614
Education Achievement Service,1615
Yorkshire Cancer Research,1616
ESRC ,1617
ENHANCING LEARNING & RESEARCH FOR HUMANITARIAN ASSISTANCE,1618
"Dental Protection, Smile-on/HealthCare Learning, Calcivis, Colgate, GSK, Henry Schein, Johnson & Johnson, Premier, SS White, Denplan and GC",1619
Colgate Palmolive,1620
McDougall Trust,1621
The Open Society European Policy Institute / DEMOS,1622
 UKRI,1623
Willis Research Network,1624
"British Academy, The",1625
Cadw,1626
Institute for Field Research,1627
Australia,1628
Australian National University,1629
Individual Delegates,1630
"Arts and Humanities Research Council, Then National University",1631
"Arts and Humanities Research Council, The",1632
East Midlands Development Agency,1633
Northamptonshire Enterprise Limited,1634
HEA,1635
European Commission - FP7  ,1636
"Ministry of Housing, Communities & Local Government",1637
"National Academies of Sciences, Engineering, and Medicine (US)",1638
Danish Arts Council,1639
ZKM ,1640
1) ESRC / AHRC / EPSRC joint funding,1641
2) Arts and Humanities Research Council,1642
3) Arts and Humanities Research Council,1643
4) Arts and Humanities Research Council,1644
Andrew W. Mellon Foundation,1645
Australian Department of Defence (Defence Science and Technology Group),1646
Lumex AS,1647
SFC,1648
IDEXX,1649
Beryl Evetts and Robert Luff Animal Welfare Trust,1650
Higher Education  Innovation Fund (HEIF),1651
 Engineering and Physical Sciences Research Council (EPSRC),1652
 Rutland County Council,1653
NHS Bradford Districts Clinical Commissioning Group (CCG),1654
National Health and Medical Research Council,1655
Nestle (Switzerland),1656
Danone (Netherlands),1657
Juvenile Diabetes Research Foundation,1658
Water New South Wales,1659
European Commission H2020,1660
British Geological Survey ,1661
UK-India Education and Research Initiative (UKIERI) ,1662
Higher Education Innovation Fund (HEIF),1663
Joseph Rowntree Foundation ,1664
Business in the Community NI,1665
Chartered Society of Physiotherapy ,1666
Health Education South London,1667
National Health Service,1668
Avon & Wiltshire mental health partnership NHS trust,1669
Bristol NHS primary care trust,1670
Bristol city council,1671
Avon Primary Care Research Collaborative,1672
British Red Cross,1673
HMPPS,1674
 EU Commission,1675
Geneva Global Inc.,1676
DFID – Department for International Development,1677
Flora and Hewlett Foundation,1678
G1: Centre for Process and Innovation,1679
G2: Northern Way,1680
Scottish Institute for Policing Research,1681
The Data Lab,1682
"Production Development Corporation (CORFO), Chile",1683
DCMS,1684
Ministry of Defence,1685
Rescon Ltd,1686
"Engineering and Physical Sciences Research Council (EPSRC), Lucite International",1687
Ineos Acrylics,1688
Lucite International,1689
Northern Ireland Commissioner for Children and Young People,1690
15 - Royal Society,1691
"European Commission, Europe Aid",1692
"Christensen Fund, USA",1693
"Waterloo Foundation, UK ",1694
Interreg North Sea Region,1695
1. Low Pay Commission,1696
2. Low Pay Commission,1697
 3. Barrow Cadbury Trust,1698
4. ISS Facility Services,1699
PEN International,1700
Susan G. Komen,1701
"ARC Medical, a subsidiary of Norgine",1702
Royal Academy of Engineering ,1703
Ministry of Science and Technology ,1704
UK FCO,1705
Royal Academy of Enginnering & The Leverhulme Trust,1706
Creative Darlington,1707
East Durham Creates (Forma),1708
Northern Gallery for Contemporary Art,1709
METAL Peterborough,1710
"De Montfort University (DMU) Gallery, Leicester",1711
Northumberland County Council,1712
Berwick Arts Development,1713
Arts and Humanities Council,1714
HERA,1715
Ford Motor Company,1716
Jaguar Land Rover,1717
Zimplats Holdings Limited,1718
Mount Isa Mines,1719
Newmont Exploration Pty Ltd,1720
Geita Gold Mine Ltd,1721
1) Huntsman (United States),1722
2) Huntsman (United States),1723
3) Huntsman (United States),1724
4) Huntsman (United States),1725
Shenzhen Tencent Computer System Co Ltd,1726
ERAS Society,1727
Baxter Healthcare Corporation,1728
Royal National Institute of Blind People,1729
Edinburgh and Lothian Health Foundation,1730
ROYAL SOCIETY (CHARITABLE),1731
Arts and Humanities Research Council (AH/K005871/1 and AH/N504579/1),1732
The Leverhulme Trust (RP2012-V-041),1733
Age UK,1734
Hospice in the Weald,1735
Institute of Education Sciences,1736
Welsh Crucible,1737
The Church of England,1738
NHS England,1739
G1: Leverhulme Trust,1740
G2a: Arts Council England,1741
G2b: Arts Council England,1742
Horizon 2020 (EU),1743
Scottish and Southern Energy Plc SSE PLC,1744
Scottish Power UK PLC,1745
Technip Offshore Wind Limited,1746
Great Britain Wheelchair Basketball,1747
"Department for Business, Energy and Industrial Strategy (BEIS) formerly BIS",1748
University of Warwick,1749
The Association of Chartered Accountants,1750
Santander UK PLC,1751
National Federation of Self Employed and Small Businesses Limited FSB,1752
"National Endowment for Science, Technology and the Arts NESTA",1753
City of London Corporation,1754
European Commission - FP7 - General,1755
Chartered Institute of Personnel & Development,1756
Swedish Research Council,1757
Childbase Partnership,1758
Society of Educational Studies,1759
Society for Research into Higher Education,1760
Alzheimer's Society,1761
 Wolves Community Trust and Wolverhampton City Primary Care Trust,1762
Department of Health West Midlands,1763
Cliveden Conservation,1764
Snowdonia National Park Authority,1765
National Museum of the Royal Navy,1766
 European Commission,1767
The Bell Foundation,1768
1) Arts and Humanities Research Council ,1769
2) Arts and Humanities Research Council ,1770
Department of International Development,1771
Netwton Fund,1772
Blatchford Ltd,1773
Highland Spring,1774
CENSIS Innovation Centre,1775
Royal Society of Edinburgh - RSE,1776
Harry Ransom Fellowship,1777
G1: Voluntary Service Overseas,1778
"G2: ESRC, GCRF",1779
G3: Swedish Red Cross,1780
"G4: AHRC, ESRC ​",1781
G5: ESRC,1782
NHS North Tyneside PCT,1783
Department of Health Policy Research Programme,1784
Handel Institute,1785
Scottish Institute of Policing Research,1786
"National Health Service, Blood & Transplant",1787
The Oaks Disaster 1866 Memorial Project,1788
YIAA AHRC aligned fund,1789
Care and Social Services Inspectorate Wales (CSSIW) for the Welsh Government,1790
Pears Foundation,1791
NIHR- National Institute for Health Research,1792
Esmee Fairbairn Trust,1793
 Church of England,1794
 Catholic Social Action Network,1795
 Bristol Care Homes,1796
 Cape Hill Medical Centre,1797
 Sandwell Primary Care Trust,1798
Coventry and Rugby Clinical Commissioning Group,1799
National Research Foundation (South Africa),1800
Ofcom,1801
BBC Trust,1802
Innovate UK and Oxleas NHS Foundation Trust,1803
Forensic Psychiatry Research Fund Oxleas NHS Foundation Trust & South London Partnership of Mental Health Trusts,1804
Oxleas NHS Foundation Trust,1805
Standard Life Foundation,1806
Young Enterprise Scotland,1807
The Money Advice Service,1808
Young Enterprise & Young Money,1809
Money & Pensions Service (MAPS),1810
Government of Bizkaia,1811
Moors for the Future Partnership ,1812
University of East London (UEL),1813
Yorkshire Water Plc,1814
Royal College of Speech and Language Therapists,1815
Comic Relief,1816
Enhancing Learning and Research for Humanitarian Assistance,1817
Fauna and Flora International,1818
Blue Marine Foundation,1819
IBM,1820
Bern Cantonal Police,1821
National Police Chiefs Council,1822
Leverhulme/British Academy,1823
Technology Strategy Board (Innovate UK) & College of Policing,1824
Laura and John Arnold Foundation,1825
Good Thinking Society,1826
LEVERHULME TRUST (UK),1827
RESEARCH ENGLAND (UK),1828
DFG – German Research Foundation ,1829
Ulster Scots Agency,1830
"DCAL - Dept of Culture, Arts & Leisure",1831
Technology Strategy Board (TSB),1832
"Financial Services Consumer Panel (FSCP), Financial Conduct Authority (FCA)",1833
Enzo Life Sciences,1834
Biotechnology and Biological Sciences Research Council - BBSRC,1835
Alexis Corporation,1836
GCRF,1837
"National Centre for the Replacement, Refinement and Reduction of Animals in Research (NC3Rs)",1838
GW Pharma,1839
"Innovate Uk, Rolls Royce PLC",1840
"Innovate UK, IBM",1841
NHS Blood & Transplant,1842
BOEHRINGER INGELHEIM LTD (UK),1843
UK Sport,1844
London School of Economics,1845
Scottish Trades Union Congress,1846
Ministry of Transport (New Zealand),1847
The Chartered institution of highways and transportation (CIHT),1848
Academy of Dental Sciences,1849
Colgate,1850
GSK,1851
iCase MRC,1852
iCase BBSRC,1853
European Science Foundation (FR),1854
Health Technology Assessment (HTA) Programme,1855
NHS service support costs,1856
Charity Commission for England & Wales,1857
CCAB (Consultative Committee of Accountancy Bodies),1858
Cornell University,1859
1) Biotechnology and Biological Sciences Research Council ,1860
2) Biotechnology and Biological Sciences Research Council ,1861
"3) Danish Agency for Science, Technology and Innovation ",1862
UK Government (Defra),1863
Waterloo Foundation,1864
Canadian Institutes of Health Research,1865
European Cooperation in the field of Scientific and Technical Research (COST),1866
Make My Day Better,1867
HOME OFFICE,1868
COLLEGE OF POLICING,1869
DEFRA/DfID,1870
1) Economic and Social Research Council,1871
2) Economic and Social Research Council,1872
3) Economic and Social Research Council,1873
National Cancer Research Institute,1874
Health and Care Research Wales,1875
Public Health Agency Research and Development (Northern Ireland),1876
US Department of Energy,1877
BNL,1878
FNAL,1879
TRIUMF,1880
NETSCC (TARS Contract),1881
NordForsk,1882
Department of Transport,1883
Highways England,1884
Office for Students and Research England,1885
Hampshire Constabulary,1886
Northern Ireland Housing Executive,1887
Office of the Deputy Prime Minister,1888
ESRC - UK Housing Evidence Centre,1889
The Big Lottery,1890
"Department of Food, Environment and Rural Affairs",1891
MacMillan Cancer Support,1892
Staatliche Kunstammlungen Dresden/Dresden State Art Collections,1893
Templeton Foundation,1894
Technology Strategy Board TSB,1895
Enhancing Learning and Research for Humanitarian Assistance (ELHRA),1896
East Midlands Special Operations Unit- Forensic Service,1897
DEPARTMENT OF HEALTH ,1898
EPSRC - Engineering and Physcial Sciences Research Council,1899
Beyond Borders,1900
Petplan Charitable Trust,1901
Pfizer Animal Health,1902
1. International Labour Organization,1903
2. International Labour Organization,1904
3. British Council/Newton Fund,1905
4. University of Cape Town and South African National Research Fund,1906
5. United Nations Gender Theme Group,1907
6. British Council,1908
Dove (Unilever),1909
World association of girl guides and girl scouts,1910
Department for International Developnment,1911
Harewelle International Ltd,1912
Leibniz Institute for Contemporary History Munich-Berlin,1913
Johnson & Johnson Vision Care Inc (USA),1914
Bausch & Lomb Inc (USA),1915
Rayner Intraocular Lenses Ltd,1916
Allergan Sales LLC (USA),1917
Alcon Eyecare UK Ltd,1918
Committee on Climate Change,1919
NIHR HTA,1920
AnyVision (NI) Ltd,1921
Canadian Socian Science and History Research Council,1922
National Endowment for the Humanities,1923
G1-2: European Commission ,1924
G3: Association of Chief Police Officers Criminal Records Office,1925
G4: Arts and Humanities Research Council,1926
Swiss Cancer league through University of Basel and University Hospital Bern,1927
European Commission Joint Research Centre,1928
Alexander von Humboldt Foundation,1929
Thames Tideway Tunnel ,1930
"Chief Scientist Office, Scotland",1931
Framework 6,1932
Higher Education Funding Council for England (HEFCE),1933
International Development Research Centre,1934
German Federal Ministry for Economic Cooperation and Development (BMZ),1935
Deutsche Gesellschaft für Internationale Zusammenarbeit (GIZ),1936
Brigstow Institute,1937
England and Wales Cricket Board,1938
UCB Pharma,1939
Panthera Foundation,1940
People’s Trust for Endangered Species,1941
AbbVie,1942
Royal Commission for the Exhibition of 1851,1943
Negaunee Foundation,1944
EPA Cephalosporin Fund,1945
Ministry of Education of the People's Republic of China,1946
"Ministry of Agriculture and Fisheries Wealth, Sultanate of Oman",1947
International Council for Control of Iodine Deficiency Disorder – Gulf Regional Office,1948
Efamol UK,1949
Innovate UK - KTP fkaTechnology Strategy Board (KTP),1950
BRITISH HEART FOUNDATION (UK),1951
UK-India Education and Research Initiative,1952
Royal College of Chiropractors,1953
Northern Gas Network,1954
Social Sciences and Humanities Research Council (Canada),1955
Heritage Lottery Grant,1956
Higher Committee for Education Development in Iraq,1957
Brine Compensation Board,1958
"TETfund, Nigeria",1959
Northern Ireland Environment Agency,1960
South West Forum,1961
Garden Organic,1962
Gloucestershire County Council,1963
National Lottery,1964
"Department for Environment, Food and Rural affairs",1965
Hulme Community Garden Centre,1966
Gordon and Betty Moore Foundation,1967
"International Growth Centre, DFID",1968
Astex Technology Ltd,1969
"Social Sciences & Humanities Research Council, Canada (SSHRC)",1970
International Life Science Institute,1971
Stanford University,1972
Safefood Ireland,1973
(1)	Engineering and Physical Sciences Research Council,1974
(2)	Engineering and Physical Sciences Research Council,1975
(3)	Engineering and Physical Sciences Research Council,1976
(4)	Engineering and Physical Sciences Research Council,1977
(5)	Science and Technology Facilities Council,1978
(6)	Science and Technology Facilities Council,1979
(7)	Engineering and Physical Sciences Research Council,1980
(8)	Science and Technology Facilities Council,1981
(9)	Engineering and Physical Sciences Research Council,1982
(10)	 Engineering and Physical Sciences Research Council,1983
sportscotland,1984
SIS Foundation,1985
NORAD,1986
ClimateXChange,1987
Vattenfall,1988
Sport Wales Institute,1989
Knowledge Economy Skills Scholarships (KESS) and Sport Wales Institute,1990
Knowledge Economy Skills Scholarships (KESS) and Football Association of Wales Trust (FAWT),1991
BBC,1992
National Library of Scotland Moving Image Archive,1993
Kuwait Foundation for the Advancement of Sciences,1994
John Fell Fund Oxford,1995
Office of the Children’s Commissioner for Wales,1996
International Telecommunication Union,1997
Prince's Trust,1998
Nominet Trust,1999
London School of Economics and Political Science,2000
International Astronomical Union,2001
Light Up Lancaster,2002
Cumbria County History Trust,2003
G3.1) Arts and Humanities Research Council (AHRC),2004
G3.2) Arts and Humanities Research Council (AHRC),2005
G3.3) Arts and Humanities Research Council (AHRC),2006
G3.4) Arts and Humanities Research Council (AHRC),2007
Department for Communities and Local Government. ,2008
Interreg Europe,2009
Scottish Parliament,2010
Scotland and Northern Ireland Forum for Enviromental Research,2011
EAGA Charitable Trust,2012
Monohakobi Technology Institute,2013
International Ocean Discovery Program,2014
National Multiple Sclerosis Society,2015
College of Policing,2016
Home Office (Police Innovation Fund),2017
National Centre for the Replacement Refinement and Reduction of Animals in Research,2018
Tropical Health Education Trust DFID Health Partnership Scheme,2019
Humane Slaughter Association,2020
Short KTP,2021
ENSAR2,2022
US DTRA,2023
via Kromek (direct industrial funding),2024
Innovation Partnership Scheme,2025
Kromek (Direct Industrial Funding),2026
Rolls-Royce plc,2027
National Archives,2028
Institute of Amateur Cinematographers,2029
ITF Seafarers’ Trust,2030
Childrens Investment Fund Foundation,2031
 UK Clinical Research Collaboration,2032
 Health Innovation Challenge Fund,2033
 Department of Health and Social Care,2034
Welsh Government (HCRW),2035
Tuberous Sclerosis Association,2036
Welsh Government (WORDSCH),2037
Association for International Cancer Research,2038
National Institute of Diabetes and Digestive and Kidney Diseases,2039
NIH/NIDDK/CD,2040
Women’s and Children’s Health Research Institute,2041
John Templeton Foundation (US),2042
Foster Findlay Ltd (Geoteric),2043
FP7,2044
G1: conomic and Social Research Council,2045
Nottingham Rehab Supplies Ltd,2046
 Mayfields Life Skills Centre,2047
 Higher Education Innovation Fund (HEIF),2048
 Boost Foundation,2049
 Ulverscroft Foundation,2050
 Leicestershire County Council,2051
Glasgow Centre for Population Health,2052
1) Bord na Gaidhlig ,2053
2) University of Glasgow Chancellor's Fund,2054
3) R.L. Thomas Endowment ,2055
"4) Soillse, National Research Network for the Maintenance and Revitalisation of Gaelic Language and Culture  ",2056
ARTHRITIS RESEARCH UK,2057
MEDICAL RESEARCH COUNCIL (MRC),2058
VERSUS ARTHRITIS (UK),2059
Janssen Pharmaceutica NV,2060
"Dept of Business, Energy and Industrial Strategy",2061
Science and Technology Facilities Council ,2062
HERA Humanities in the European Research Area,2063
 International Holocaust Remembrance Alliance,2064
Wetlands International and DOB Ecology,2065
Wetlands International and Oak Foundation,2066
ESA,2067
EU Copernicus ,2068
 EU Copernicus,2069
International Aids Society,2070
Population Services International (PSI),2071
IUCN SSC Conservation Planning Specialist Group,2072
Calouste Gulbenkian Foundation,2073
HORSERACE BETTING LEVY BOARD (UK),2074
PANCOSMA SA (SWITZERLAND),2075
 National Assembly for Wales,2076
 Youth Sport Trust,2077
London Marathon Charitable Trust,2078
Archery GB,2079
Aspire Trust,2080
Union of European Football Associations,2081
Streetgames,2082
Welsh Rugby Union,2083
Coca Cola Foundation,2084
Department for Work & Pensions,2085
Health & Safety Executive,2086
Association of British Insurers ,2087
Committee for a Responsible Federal Budget (USA),2088
University of Washington,2089
Marine Stewardship Council (MSC),2090
Higher Education Funding Council for Wales,2091
AHRB (pre AHRC),2092
Kainos Innovation Ltd,2093
Thomas Swan Ltd,2094
University of Chester,2095
Royal Society ,2096
Backstage Trust (Research),2097
Scotland Chief Scientist's Office,2098
NHS R & D Health Technology Assessment Programme,2099
NHS R & D Health Technology Assessment,2100
NIHR Assessment Programme,2101
Technology Strategy Board (Now Innovate UK),2102
Ministry of Defence ,2103
GCHQ,2104
ACS,2105
Titan IC Systems,2106
Altera Cooperation,2107
Responsible Gambling Trust,2108
1) Chief Scientist Office,2109
2) National Institute for Health Research ,2110
3) National Institute for Health Research ,2111
4) European Commission,2112
5) Healthway (Australia),2113
6) BUPA UK Foundation,2114
7) Premiership Rugby Limited (UK),2115
2) National Institute for Health Research,2116
US Department of Justice,2117
H2020 - European Commission,2118
ERASMUS+,2119
Brain Tumour Charity,2120
MHN association,2121
Defence Science and Technology Laboratory,2122
NI Department of Employment and Learning,2123
Philanthropic funding- The McGrath Trust/Ulster Garden Villages,2124
EU INTERREG,2125
Nottingham Clinical Commissioning Group,2126
Mid Nottinghamshire collaborative (NHS/Local Authorities) partnership ,2127
 British Psychological Society,2128
 Stoke City Football Club,2129
 Impact International,2130
 Staffordshire Fire and Rescue Service,2131
 The Davies Group,2132
 GB Rowing,2133
Royal Society for Public Health,2134
Nuffield Health,2135
Higher Education Academy / Department of Health,2136
Hope Scott Trust,2137
Nicholas Boas Charitable Trust,2138
Russell Trust,2139
Snape Maltings & Viola Tunnard Trust,2140
Newton Trust,2141
Wellcome Trust – Investigator Award,2142
Wellcome Senior Research Fellowship in Clinical Science,2143
NHS,2144
Economic Social Research Council (ESRC),2145
Berkshire Healthcare Trust,2146
Forces in Mind Trust (FiMT),2147
US National Science Foundation,2148
United Kingdom Overseas Territories Association,2149
Directorate General for Parliamentary Research Services (DG EPRS) of the General Secretariat of the European Parliament,2150
Paul Mellon Centre for Studies in British Art ,2151
British Institute at Ankara,2152
Wainwright Fund (Oxford),2153
Scottish Enterpise,2154
Siemens plc,2155
"Culham CCFE, ",2156
"North West Regional Development Agency, European Regional Development Fund, Unilever, University of Liverpool",2157
ROYAL SOCIETY,2158
TSB/Arterius,2159
Sinopec,2160
SABIC,2161
Arterius,2162
1) Scottish Higher Education Funding Council ,2163
2) Scottish Higher Education Funding Council ,2164
3) Engineering and Physical Sciences Research Council ,2165
4) Engineering and Physical Sciences Research Council ,2166
5) Department of Trade and Industry ,2167
Heritage Council,2168
ESCR,2169
"DFID/Foreign, Commonwealth and Development Office",2170
2) Medical Research Council,2171
3) Medical Research Council,2172
4) Chief Scientist's Office,2173
5) NHS Greater Glasgow and Clyde,2174
5) NHS Lothian,2175
4) Chief Scientist Office,2176
"Irish Research Council for Science, Engineering and Techonology",2177
Pears Foundation ,2178
Department for Education ,2179
Ontario Centres of Excellence,2180
Macmillan Cancer Support,2181
Coventry City Council,2182
Scottish Enterprise High,2183
IBioIC,2184
Mission de la Recherche ,2185
"Home Group, L&Q, Network Homes, CDS Cooperatives, Metropolitan Thames Valley, Bolton at Home, Lambeth and Southwark Housing Association, Clarion Group, Orbit, SOHA Housing, Curo, Regenda Homes, Optivo",2186
Direct Line,2187
Nationwide Foundation,2188
NUFFIELD FOUNDATION,2189
The Inspire Foundation,2190
GLAXOSMITHKLINE RESEARCH & DEVELOPMENT LIMITED (UK),2191
HEWLETT PACKARD LTD,2192
Intel Corporation,2193
Medical Research Council Confidence in Concept ,2194
 NIHR BRC Newcastle,2195
"Research Capability Funding, Newcastle.",2196
Academic Health Sciences Network,2197
Rufford Maurice Laing Foundation ,2198
Erasmus Mundus,2199
Irish Environmental Protection Agency,2200
Dog's Trust,2201
CIMA General Charitable Trust Fund,2202
Institute of Chartered Accountants (Scotland),2203
The British Academy/ Leverhulme Trust,2204
InterTradeIreland,2205
Intertrade Ireland,2206
"UK Department of Business, Energy and Industrial Strategy",2207
Food Standards Agency in Northern Ireland,2208
Safefood,2209
EU INTERREG IVC,2210
UKRI BBSRC,2211
